hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel Nova El Peñol,COP 184.000,"Puntuación: 9,2
9,2",Fantástico,135,El peñol,2025-04-28,2025-04-29
Suite Gold Glampings,COP 228.000,"Puntuación: 10
10",Excepcional,3,El peñol,2025-04-28,2025-04-29
HOTEL EL POTRILLO,COP 200.000,"Puntuación: 8,1
8,1",Muy bien,64,El peñol,2025-04-28,2025-04-29
Palenque Serenity Lodge,COP 194.400,"Puntuación: 9,9
9,9",Excepcional,23,El peñol,2025-04-28,2025-04-29
Breeze Glamping -Guatape,COP 430.000,"Puntuación: 9,8
9,8",Excepcional,72,El peñol,2025-04-28,2025-04-29
Chalet Peñol Jacuzzi,COP 414.000,"Puntuación: 9,0
9,0",Fantástico,3,El peñol,2025-04-28,2025-04-29
Cabaña La Capilla El Peñol,COP 250.000,"Puntuación: 9,3
9,3",Fantástico,4,El peñol,2025-04-28,2025-04-29
Porto Marina Hotel,COP 272.700,"Puntuación: 8,8
8,8",Fabuloso,757,El peñol,2025-04-28,2025-04-29
Viajero Guatapé Hostel & Lake Club,COP 198.000,"Puntuación: 9,1
9,1",Fantástico,356,El peñol,2025-04-28,2025-04-29
Alto Sereno,COP 297.500,"Puntuación: 10
10",Excepcional,6,El peñol,2025-04-28,2025-04-29
Suites del Lago,COP 183.600,"Puntuación: 10
10",Excepcional,3,El peñol,2025-04-28,2025-04-29
Rooca Guatape,COP 337.000,"Puntuación: 8,8
8,8",Fabuloso,66,El peñol,2025-04-28,2025-04-29
Soy Local Guatape,COP 126.540,"Puntuación: 8,0
8,0",Muy bien,2.584,El peñol,2025-04-28,2025-04-29
La Pausa Hotelbistro,COP 557.180,"Puntuación: 9,6
9,6",Excepcional,392,El peñol,2025-04-28,2025-04-29
Montecielo Hosting,COP 324.000,"Puntuación: 8,9
8,9",Fabuloso,111,El peñol,2025-04-28,2025-04-29
1714 Hotel Boutique Guatapé,COP 277.200,"Puntuación: 9,1
9,1",Fantástico,182,El peñol,2025-04-28,2025-04-29
Cabaña333,COP 133.160,"Puntuación: 9,3
9,3",Fantástico,3,El peñol,2025-04-28,2025-04-29
Hotel y Termales Castillo Del Lago Guatape,COP 277.200,"Puntuación: 10
10",Excepcional,2,El peñol,2025-04-28,2025-04-29
EDYMA Cabaña con JACUZZI,COP 275.000,"Puntuación: 10
10",Excepcional,6,El peñol,2025-04-28,2025-04-29
