hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Katara Boutique Hotel,COP 80.000,"Puntuación: 8,8
8,8",Fabuloso,376,Mariquita,2024-12-16,2024-12-17
Casa Colonial,COP 70.000,"Puntuación: 8,3
8,3",Muy bien,146,Mariquita,2024-12-16,2024-12-17
La Orquidea,COP 75.000,"Puntuación: 7,7
7,7",Bien,121,Mariquita,2024-12-16,2024-12-17
Casamarilla,COP 170.000,"Puntuación: 9,2
9,2",Fantástico,233,Mariquita,2024-12-16,2024-12-17
Los Potrillos,COP 140.000,"Puntuación: 9,5
9,5",Excepcional,51,Mariquita,2024-12-16,2024-12-17
Hotel Brisas La Gaviota Mariquit-Tolima,COP 262.080,"Puntuación: 9,1
9,1",Fantástico,98,Mariquita,2024-12-16,2024-12-17
Hotel ZT,COP 74.260,"Puntuación: 8,2
8,2",Muy bien,20,Mariquita,2024-12-16,2024-12-17
Villa Tikuna,COP 119.000,"Puntuación: 8,8
8,8",Fabuloso,61,Mariquita,2024-12-16,2024-12-17
Hotel flamingo real T,COP 110.000,"Puntuación: 7,2
7,2",Bien,34,Mariquita,2024-12-16,2024-12-17
La Luna by JR,COP 252.720,"Puntuación: 8,9
8,9",Fabuloso,78,Mariquita,2024-12-16,2024-12-17
Eco-Glamping Shalom,COP 560.000,"Puntuación: 9,4
9,4",Fantástico,44,Mariquita,2024-12-16,2024-12-17
Victoria Imperial Hotel,COP 175.000,"Puntuación: 8,7
8,7",Fabuloso,114,Mariquita,2024-12-16,2024-12-17
Hotel Boutique San Rafael,COP 306.000,"Puntuación: 9,0
9,0",Fantástico,33,Mariquita,2024-12-16,2024-12-17
Hotel nelumbo,COP 220.000,"Puntuación: 9,2
9,2",Fantástico,18,Mariquita,2024-12-16,2024-12-17
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,63,Mariquita,2024-12-16,2024-12-17
CASA DE SOFIA,COP 112.500,"Puntuación: 10
10",Excepcional,2,Mariquita,2024-12-16,2024-12-17
Casa del encanto,COP 136.000,"Puntuación: 9,7
9,7",Excepcional,84,Mariquita,2024-12-16,2024-12-17
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,1
9,1",Fantástico,10,Mariquita,2024-12-16,2024-12-17
Casa Santa Lucia,COP 130.000,"Puntuación: 9,4
9,4",Fantástico,9,Mariquita,2024-12-16,2024-12-17
