hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel Marinilla Oriente,COP 93.500,No disponible,No disponible,No disponible,MARINILLA,2025-01-22,2025-01-23
Hotel Ocaso Marinilla,COP 100.000,"Puntuación: 9,1
9,1",Fantástico,80,MARINILLA,2025-01-22,2025-01-23
Hotel Villa Colonia,COP 144.900,"Puntuación: 8,2
8,2",Muy bien,115,MARINILLA,2025-01-22,2025-01-23
Hotel Portal Dorado,COP 110.000,"Puntuación: 7,7
7,7",Bien,58,MARINILLA,2025-01-22,2025-01-23
Cannua Lodge,COP 704.580,"Puntuación: 9,3
9,3",Fantástico,75,MARINILLA,2025-01-22,2025-01-23
HOSTERÍA BRISAS DEL RÍO,COP 220.000,"Puntuación: 8,5
8,5",Muy bien,4,MARINILLA,2025-01-22,2025-01-23
"Cabañas con jacuzzi y chimenea - Casa Floral, Marinilla",COP 220.000,"Puntuación: 9,4
9,4",Fantástico,189,MARINILLA,2025-01-22,2025-01-23
Hotel El Cordobes,COP 186.000,"Puntuación: 9,2
9,2",Fantástico,33,MARINILLA,2025-01-22,2025-01-23
Casa Fénix,COP 162.900,"Puntuación: 9,8
9,8",Excepcional,11,MARINILLA,2025-01-22,2025-01-23
Hotel Zona Rosa Marinilla,COP 130.000,"Puntuación: 5,0
5,0",Puntuación,6,MARINILLA,2025-01-22,2025-01-23
Encanto Verde,COP 130.000,"Puntuación: 10
10",Excepcional,2,MARINILLA,2025-01-22,2025-01-23
TAIKU,COP 260.000,"Puntuación: 9,5
9,5",Excepcional,34,MARINILLA,2025-01-22,2025-01-23
San José de las bromelias,COP 200.000,"Puntuación: 10
10",Excepcional,51,MARINILLA,2025-01-22,2025-01-23
Hotel La Aldea del Oriente,COP 141.500,"Puntuación: 8,3
8,3",Muy bien,159,MARINILLA,2025-01-22,2025-01-23
Cabañas tipo glamping cerca al Peñol LUUM,COP 335.880,"Puntuación: 9,4
9,4",Fantástico,7,MARINILLA,2025-01-22,2025-01-23
Cabaña Starka & Jacuzzi,COP 250.000,"Puntuación: 9,9
9,9",Excepcional,28,MARINILLA,2025-01-22,2025-01-23
EL codobés Aparta Suite,COP 158.000,"Puntuación: 8,0
8,0",Muy bien,2,MARINILLA,2025-01-22,2025-01-23
Fénix,COP 183.000,"Puntuación: 10
10",Excepcional,2,MARINILLA,2025-01-22,2025-01-23
villa nabusimaque by 100%Xanahoria,COP 146.200,"Puntuación: 1,0
1,0",Puntuación,1,MARINILLA,2025-01-22,2025-01-23
Glamping IKIGAI,COP 180.000,"Puntuación: 9,8
9,8",Excepcional,8,MARINILLA,2025-01-22,2025-01-23
Calida Cabaña Marinilla,COP 316.360,No disponible,No disponible,No disponible,MARINILLA,2025-01-22,2025-01-23
Marinilla - Cabañas Perlas Black -,COP 399.500,"Puntuación: 9,5
9,5",Excepcional,2,MARINILLA,2025-01-22,2025-01-23
Cabaña Acogedora en finca de aguacates,COP 392.420,"Puntuación: 8,0
8,0",Muy bien,2,MARINILLA,2025-01-22,2025-01-23
Estadía en cabaña #2 acogedora con Jacuzzi privado,COP 340.000,No disponible,No disponible,No disponible,MARINILLA,2025-01-22,2025-01-23
Hotel America 52,COP 65.600,"Puntuación: 7,7
7,7",Bien,328,MARINILLA,2025-01-22,2025-01-23
Hotel Nova El Peñol,COP 184.000,"Puntuación: 9,2
9,2",Fantástico,83,El peñol,2025-01-22,2025-01-23
HOTEL Mirador Cielo Blue,COP 234.000,"Puntuación: 8,1
8,1",Muy bien,25,El peñol,2025-01-22,2025-01-23
"Finca en Guatapé a solo minutos de la piedra, con Jacuzzi & piscina",COP 826.500,"Puntuación: 9,2
9,2",Fantástico,13,El peñol,2025-01-22,2025-01-23
Palenque Serenity Lodge,COP 194.400,"Puntuación: 9,9
9,9",Excepcional,14,El peñol,2025-01-22,2025-01-23
Botánico Hotel Boutique Guatapé,COP 410.400,"Puntuación: 8,1
8,1",Muy bien,128,El peñol,2025-01-22,2025-01-23
KABINE,COP 380.800,"Puntuación: 9,4
9,4",Fantástico,31,El peñol,2025-01-22,2025-01-23
Breeze Glamping -Guatape,COP 430.000,"Puntuación: 9,8
9,8",Excepcional,66,El peñol,2025-01-22,2025-01-23
Finca Visionaria Con Jacuzzi Magico,COP 110.000,"Puntuación: 9,4
9,4",Fantástico,98,El peñol,2025-01-22,2025-01-23
HOTEL EL POTRILLO,COP 220.000,"Puntuación: 8,0
8,0",Muy bien,65,El peñol,2025-01-22,2025-01-23
Bramasole Hotel Boutique - El Peñol,COP 170.000,"Puntuación: 9,0
9,0",Fantástico,12,El peñol,2025-01-22,2025-01-23
Finca Villa Maru,COP 952.880,"Puntuación: 7,2
7,2",Bien,4,El peñol,2025-01-22,2025-01-23
