hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Katara Boutique Hotel,COP 75.000,"Puntuación: 8,7
8,7",Fabuloso,370,Mariquita,2024-11-20,2024-11-21
Los Potrillos,COP 140.000,"Puntuación: 9,5
9,5",Excepcional,48,Mariquita,2024-11-20,2024-11-21
Casamarilla,COP 170.000,"Puntuación: 9,2
9,2",Fantástico,243,Mariquita,2024-11-20,2024-11-21
Casa de la Cruz,COP 110.560,"Puntuación: 10
10",Excepcional,3,Mariquita,2024-11-20,2024-11-21
Casa Colonial,COP 70.000,"Puntuación: 8,4
8,4",Muy bien,143,Mariquita,2024-11-20,2024-11-21
Hotel nelumbo,COP 220.000,"Puntuación: 9,2
9,2",Fantástico,17,Mariquita,2024-11-20,2024-11-21
Hotel ZT,COP 74.260,"Puntuación: 8,2
8,2",Muy bien,18,Mariquita,2024-11-20,2024-11-21
La Luna by JR,COP 181.400,"Puntuación: 8,9
8,9",Fabuloso,79,Mariquita,2024-11-20,2024-11-21
Hotel flamingo real T,COP 110.000,"Puntuación: 7,3
7,3",Bien,33,Mariquita,2024-11-20,2024-11-21
Hotel Boutique San Rafael,COP 342.000,"Puntuación: 8,9
8,9",Fabuloso,34,Mariquita,2024-11-20,2024-11-21
Villa Tikuna,COP 119.000,"Puntuación: 8,8
8,8",Fabuloso,61,Mariquita,2024-11-20,2024-11-21
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,0
9,0",Fantástico,8,Mariquita,2024-11-20,2024-11-21
Hotel Brisas La Gaviota Mariquit-Tolima,COP 327.600,"Puntuación: 9,2
9,2",Fantástico,99,Mariquita,2024-11-20,2024-11-21
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,64,Mariquita,2024-11-20,2024-11-21
Casa de descanso,COP 97.200,"Puntuación: 8,5
8,5",Muy bien,30,Mariquita,2024-11-20,2024-11-21
Hotel OASIS,COP 70.000,,,,Mariquita,2024-11-20,2024-11-21
SAN SENDERISMO ROOM,COP 72.000,"Puntuación: 9,7
9,7",Excepcional,9,Mariquita,2024-11-20,2024-11-21
Eco-Glamping Shalom,COP 560.000,"Puntuación: 9,4
9,4",Fantástico,45,Mariquita,2024-11-20,2024-11-21
Hotel Refugio Bike,COP 220.000,"Puntuación: 9,0
9,0",Fantástico,58,Mariquita,2024-11-20,2024-11-21
CASA JAZZ Armonía y relax,COP 210.820,,,,Mariquita,2024-11-20,2024-11-21
Villa Tikuna Rústico,COP 125.000,"Puntuación: 9,3
9,3",Fantástico,4,Mariquita,2024-11-20,2024-11-21
Hotel B & C,COP 150.000,"Puntuación: 8,1
8,1",Muy bien,53,Mariquita,2024-11-20,2024-11-21
Apartamento Vacacional Campestre,COP 180.000,"Puntuación: 8,3
8,3",Muy bien,19,Mariquita,2024-11-20,2024-11-21
QUINTA CAMPESTRE LA FLORIDA,COP 400.000,,,,Mariquita,2024-11-20,2024-11-21
La mejor opción para tu descanso y recreación.,COP 350.000,"Puntuación: 9,5
9,5",Excepcional,24,Mariquita,2024-11-20,2024-11-21
Cabaña El peñol Guatape,COP 720.000,,,,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Soy Local Guatape,COP 119.640,"Puntuación: 8,4
8,4",Muy bien,2.901,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel Bicentenario Rionegro,COP 140.000,"Puntuación: 7,9
7,9",Bien,3.234,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Casa Rose Hotel,COP 399.200,"Puntuación: 9,5
9,5",Excepcional,374,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Breeze Glamping -Guatape,COP 400.000,"Puntuación: 9,9
9,9",Excepcional,58,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel San Fernandos Plaza,COP 110.000,"Puntuación: 8,7
8,7",Fabuloso,170,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel La Aldea del Oriente,COP 132.060,"Puntuación: 8,1
8,1",Muy bien,172,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Gran Hotel San Rafael,COP 70.000,"Puntuación: 8,3
8,3",Muy bien,12,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel Silver Guarne,COP 180.000,"Puntuación: 8,4
8,4",Muy bien,76,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Movich Hotel Las Lomas,COP 871.000,"Puntuación: 8,6
8,6",Fabuloso,2.375,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Finca Visionaria Con Jacuzzi Magico,COP 110.000,"Puntuación: 9,5
9,5",Excepcional,82,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Oak Tree house,COP 76.500,"Puntuación: 8,9
8,9",Fabuloso,1.492,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel & Golf Isak Aeropuerto,COP 225.000,"Puntuación: 8,9
8,9",Fabuloso,1.592,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Cabaña Momotus de la Concha,COP 280.000,"Puntuación: 9,3
9,3",Fantástico,39,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
"Cabañas con jacuzzi y chimenea - Casa Floral, Marinilla",COP 220.000,"Puntuación: 9,4
9,4",Fantástico,178,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel Plaza El Santuario,COP 228.000,"Puntuación: 7,9
7,9",Bien,76,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Finca Hotel Zona Franca,COP 280.000,"Puntuación: 8,2
8,2",Muy bien,973,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Lake View Hostel,COP 140.000,"Puntuación: 8,6
8,6",Fabuloso,844,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hospedaje Pa'Gaïa,COP 59.400,"Puntuación: 9,6
9,6",Excepcional,21,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Habitaciones Finca en San Rafael Frente al charco la Cristalina con vista a las montañas,COP 98.340,"Puntuación: 10
10",Excepcional,4,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
HOTEL GRAN PLAZA SAN RAFAEL,COP 100.000,"Puntuación: 8,0
8,0",Muy bien,41,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Alfahar Hotel,COP 280.000,"Puntuación: 9,6
9,6",Excepcional,58,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
HOSPEDAJE MARIN,COP 100.000,"Puntuación: 8,3
8,3",Muy bien,37,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel Villa Colonia,COP 208.160,"Puntuación: 8,2
8,2",Muy bien,124,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Apartamento completo San rafael,COP 110.000,"Puntuación: 10
10",Excepcional,1,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
La Perla Negra - Black Pearl Eco Hostel,COP 175.000,"Puntuación: 9,6
9,6",Excepcional,188,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Cabaña El peñol Guatape,COP 720.000,,,,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Soy Local Guatape,COP 119.640,"Puntuación: 8,4
8,4",Muy bien,2.901,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel Bicentenario Rionegro,COP 140.000,"Puntuación: 7,9
7,9",Bien,3.234,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Casa Rose Hotel,COP 399.200,"Puntuación: 9,5
9,5",Excepcional,374,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Breeze Glamping -Guatape,COP 400.000,"Puntuación: 9,9
9,9",Excepcional,58,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel San Fernandos Plaza,COP 110.000,"Puntuación: 8,7
8,7",Fabuloso,170,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel La Aldea del Oriente,COP 132.060,"Puntuación: 8,1
8,1",Muy bien,172,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Gran Hotel San Rafael,COP 70.000,"Puntuación: 8,3
8,3",Muy bien,12,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel Silver Guarne,COP 180.000,"Puntuación: 8,4
8,4",Muy bien,76,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Movich Hotel Las Lomas,COP 871.000,"Puntuación: 8,6
8,6",Fabuloso,2.375,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Finca Visionaria Con Jacuzzi Magico,COP 110.000,"Puntuación: 9,5
9,5",Excepcional,82,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Oak Tree house,COP 76.500,"Puntuación: 8,9
8,9",Fabuloso,1.492,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel & Golf Isak Aeropuerto,COP 225.000,"Puntuación: 8,9
8,9",Fabuloso,1.592,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Cabaña Momotus de la Concha,COP 280.000,"Puntuación: 9,3
9,3",Fantástico,39,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
"Cabañas con jacuzzi y chimenea - Casa Floral, Marinilla",COP 220.000,"Puntuación: 9,4
9,4",Fantástico,178,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hotel Plaza El Santuario,COP 228.000,"Puntuación: 7,9
7,9",Bien,76,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Finca Hotel Zona Franca,COP 280.000,"Puntuación: 8,2
8,2",Muy bien,973,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Lake View Hostel,COP 140.000,"Puntuación: 8,6
8,6",Fabuloso,844,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
Hospedaje Pa'Gaïa,COP 59.400,"Puntuación: 9,6
9,6",Excepcional,21,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
