hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel Nova El Peñol,COP 184.000,"Puntuación: 9,3
9,3",Fantástico,45,El peñol,2024-12-11,2024-12-12
Eden Hotel,COP 100.000,"Puntuación: 8,6
8,6",Fabuloso,29,El peñol,2024-12-11,2024-12-12
HOTEL Mirador Cielo Blue,COP 243.760,"Puntuación: 8,3
8,3",Muy bien,19,El peñol,2024-12-11,2024-12-12
Palenque Serenity Lodge,COP 194.400,"Puntuación: 9,8
9,8",Excepcional,11,El peñol,2024-12-11,2024-12-12
KABINE,COP 326.400,"Puntuación: 9,3
9,3",Fantástico,29,El peñol,2024-12-11,2024-12-12
Botánico Hotel Boutique Guatapé,COP 410.400,"Puntuación: 8,2
8,2",Muy bien,143,El peñol,2024-12-11,2024-12-12
Cabaña del Embalse con vista espectacular y Starlink,COP 180.000,"Puntuación: 9,6
9,6",Excepcional,25,El peñol,2024-12-11,2024-12-12
Bramasole Hotel Boutique - El Peñol,COP 190.000,"Puntuación: 9,0
9,0",Fantástico,12,El peñol,2024-12-11,2024-12-12
HOTEL EL POTRILLO,COP 200.000,"Puntuación: 8,0
8,0",Muy bien,69,El peñol,2024-12-11,2024-12-12
Finca Villa Maru,COP 787.500,"Puntuación: 9,3
9,3",Fantástico,3,El peñol,2024-12-11,2024-12-12
Eco Hotel The View,COP 300.000,"Puntuación: 9,2
9,2",Fantástico,112,El peñol,2024-12-11,2024-12-12
Glamping Samadhi - el Peñol,COP 187.000,"Puntuación: 9,5
9,5",Excepcional,2,El peñol,2024-12-11,2024-12-12
Cabaña rústica rural,COP 76.500,"Puntuación: 10
10",Excepcional,5,El peñol,2024-12-11,2024-12-12
Loge Cabaña peñol-Guatape,COP 280.000,"Puntuación: 8,9
8,9",Fabuloso,49,El peñol,2024-12-11,2024-12-12
Finca Visionaria Con Jacuzzi Magico,COP 425.000,"Puntuación: 9,5
9,5",Excepcional,84,El peñol,2024-12-11,2024-12-12
Cabaña con jacuzzi y acceso al embalse - Portum II,COP 540.000,"Puntuación: 8,7
8,7",Fabuloso,3,El peñol,2024-12-11,2024-12-12
Finca 3 - Dakeva,COP 315.000,"Puntuación: 7,3
7,3",Bien,4,El peñol,2024-12-11,2024-12-12
Hotel Muelle De María ángel,COP 180.000,"Puntuación: 5,5
5,5",Puntuación,4,El peñol,2024-12-11,2024-12-12
Hospedaje Rural POTOSI,COP 320.000,"Puntuación: 10
10",Excepcional,8,El peñol,2024-12-11,2024-12-12
Cabaña con jacuzzi y acceso al embalse - Portum I,COP 652.500,"Puntuación: 9,7
9,7",Excepcional,3,El peñol,2024-12-11,2024-12-12
"Magic View El peñol, Guatapé",COP 450.000,,,,El peñol,2024-12-11,2024-12-12
Finca 8 - Dakeva,COP 450.000,,,,El peñol,2024-12-11,2024-12-12
Chalet Glamping Eco Foret,COP 397.500,,,,El peñol,2024-12-11,2024-12-12
Casa de campo con jacuzzi a 15 minutos de Guatape,COP 487.500,"Puntuación: 10
10",Excepcional,1,El peñol,2024-12-11,2024-12-12
Villa Amore,COP 492.000,"Puntuación: 8,0
8,0",Muy bien,3,El peñol,2024-12-11,2024-12-12
Hotel Nova El Peñol,COP 184.000,"Puntuación: 9,3
9,3",Fantástico,45,EL PEÑOL,2024-12-11,2024-12-12
Eden Hotel,COP 100.000,"Puntuación: 8,6
8,6",Fabuloso,29,EL PEÑOL,2024-12-11,2024-12-12
HOTEL Mirador Cielo Blue,COP 243.760,"Puntuación: 8,3
8,3",Muy bien,19,EL PEÑOL,2024-12-11,2024-12-12
