hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel Nova El Peñol,COP 184.000,"Puntuación: 9,2
9,2",Fantástico,81,El peñol,2025-01-21,2025-01-22
HOTEL Mirador Cielo Blue,COP 234.000,"Puntuación: 8,1
8,1",Muy bien,25,El peñol,2025-01-21,2025-01-22
Finca Visionaria Con Jacuzzi Magico,COP 110.000,"Puntuación: 9,4
9,4",Fantástico,96,El peñol,2025-01-21,2025-01-22
San Antonio,COP 110.000,"Puntuación: 10
10",Excepcional,3,El peñol,2025-01-21,2025-01-22
Eden Hotel,COP 100.000,"Puntuación: 8,4
8,4",Muy bien,33,El peñol,2025-01-21,2025-01-22
Cabaña de lujo Jacuzzi vista y acceso a la represa,COP 672.940,No disponible,No disponible,No disponible,El peñol,2025-01-21,2025-01-22
Palenque Serenity Lodge,COP 194.400,"Puntuación: 9,9
9,9",Excepcional,14,El peñol,2025-01-21,2025-01-22
Cómodo apartament tipo loft en El Peñol,COP 150.000,"Puntuación: 9,3
9,3",Fantástico,6,El peñol,2025-01-21,2025-01-22
"Finca en Guatapé a solo minutos de la piedra, con Jacuzzi & piscina",COP 826.500,"Puntuación: 9,2
9,2",Fantástico,13,El peñol,2025-01-21,2025-01-22
KABINE,COP 783.360,"Puntuación: 9,4
9,4",Fantástico,31,El peñol,2025-01-21,2025-01-22
Cabaña del Embalse con vista espectacular y Starlink,COP 220.000,"Puntuación: 9,7
9,7",Excepcional,18,El peñol,2025-01-21,2025-01-22
Cabaña rústica rural,COP 76.960,"Puntuación: 10
10",Excepcional,6,El peñol,2025-01-21,2025-01-22
Breeze Glamping -Guatape,COP 430.000,"Puntuación: 9,8
9,8",Excepcional,66,El peñol,2025-01-21,2025-01-22
"Magic View El peñol, Guatapé",COP 360.000,No disponible,No disponible,No disponible,El peñol,2025-01-21,2025-01-22
HOTEL EL POTRILLO,COP 220.000,"Puntuación: 8,0
8,0",Muy bien,65,El peñol,2025-01-21,2025-01-22
Glamping Samadhi - el Peñol,COP 161.500,"Puntuación: 9,7
9,7",Excepcional,3,El peñol,2025-01-21,2025-01-22
Botánico Hotel Boutique Guatapé,COP 410.400,"Puntuación: 8,1
8,1",Muy bien,129,El peñol,2025-01-21,2025-01-22
Los Bambúes,COP 315.000,No disponible,No disponible,No disponible,El peñol,2025-01-21,2025-01-22
Finca Villa Maru,COP 952.880,"Puntuación: 7,2
7,2",Bien,4,El peñol,2025-01-21,2025-01-22
Cabaña Refugio de Ángeles,COP 508.500,"Puntuación: 9,0
9,0",Fantástico,2,El peñol,2025-01-21,2025-01-22
Chalet Peñol Jacuzzi,COP 414.000,"Puntuación: 8,5
8,5",Muy bien,2,El peñol,2025-01-21,2025-01-22
Cabaña La Capilla El Peñol,COP 270.000,"Puntuación: 10
10",Excepcional,3,El peñol,2025-01-21,2025-01-22
Bramasole Hotel Boutique - El Peñol,COP 170.000,"Puntuación: 9,0
9,0",Fantástico,12,El peñol,2025-01-21,2025-01-22
