hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Katara Boutique Hotel,COP 75.000,"Puntuación: 8,7
8,7",Fabuloso,368,Mariquita,2024-11-14,2024-11-15
Hotel Brisas La Gaviota Mariquit-Tolima,COP 262.080,"Puntuación: 9,1
9,1",Fantástico,98,Mariquita,2024-11-14,2024-11-15
Casa de la Cruz,COP 110.560,"Puntuación: 10
10",Excepcional,3,Mariquita,2024-11-14,2024-11-15
Casa Colonial,COP 70.000,"Puntuación: 8,4
8,4",Muy bien,143,Mariquita,2024-11-14,2024-11-15
Hotel ZT,COP 74.260,"Puntuación: 8,2
8,2",Muy bien,18,Mariquita,2024-11-14,2024-11-15
Casamarilla,COP 170.000,"Puntuación: 9,2
9,2",Fantástico,243,Mariquita,2024-11-14,2024-11-15
Casa de descanso,COP 108.000,"Puntuación: 8,5
8,5",Muy bien,30,Mariquita,2024-11-14,2024-11-15
La Orquidea,COP 75.000,"Puntuación: 7,7
7,7",Bien,124,Mariquita,2024-11-14,2024-11-15
Los Potrillos,COP 140.000,"Puntuación: 9,5
9,5",Excepcional,48,Mariquita,2024-11-14,2024-11-15
Hotel flamingo real T,COP 110.000,"Puntuación: 7,3
7,3",Bien,33,Mariquita,2024-11-14,2024-11-15
Hotel nelumbo,COP 220.000,"Puntuación: 9,2
9,2",Fantástico,17,Mariquita,2024-11-14,2024-11-15
Hotel OASIS,COP 70.000,,,,Mariquita,2024-11-14,2024-11-15
La Casa de Doña María,COP 144.000,"Puntuación: 9,4
9,4",Fantástico,5,Mariquita,2024-11-14,2024-11-15
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,0
9,0",Fantástico,8,Mariquita,2024-11-14,2024-11-15
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,65,Mariquita,2024-11-14,2024-11-15
Hotel Boutique San Rafael,COP 306.000,"Puntuación: 8,9
8,9",Fabuloso,34,Mariquita,2024-11-14,2024-11-15
La Luna by JR,COP 186.060,"Puntuación: 8,9
8,9",Fabuloso,79,Mariquita,2024-11-14,2024-11-15
Victoria Imperial Hotel,COP 175.000,"Puntuación: 8,6
8,6",Fabuloso,117,Mariquita,2024-11-14,2024-11-15
SAN SENDERISMO ROOM,COP 72.000,"Puntuación: 9,7
9,7",Excepcional,9,Mariquita,2024-11-14,2024-11-15
Eco-Glamping Shalom,COP 560.000,"Puntuación: 9,4
9,4",Fantástico,45,Mariquita,2024-11-14,2024-11-15
Hotel B & C,COP 150.000,"Puntuación: 8,1
8,1",Muy bien,54,Mariquita,2024-11-14,2024-11-15
Casa Santa Lucia,COP 130.000,"Puntuación: 9,4
9,4",Fantástico,9,Mariquita,2024-11-14,2024-11-15
Villa Tikuna,COP 119.000,"Puntuación: 8,8
8,8",Fabuloso,60,Mariquita,2024-11-14,2024-11-15
Casa comoda con excelente ubicacion,COP 140.000,"Puntuación: 9,7
9,7",Excepcional,6,Mariquita,2024-11-14,2024-11-15
Hotel Refugio Bike,COP 220.000,"Puntuación: 9,0
9,0",Fantástico,59,Mariquita,2024-11-14,2024-11-15
Cabaña El peñol Guatape,,,,,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Hermoso apartmento con La mejor vista el peñol guatape,COP 127.500,"Puntuación: 9,3
9,3",Fantástico,69,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Hotel Bicentenario Rionegro,COP 140.000,"Puntuación: 7,9
7,9",Bien,3.235,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Breeze Glamping -Guatape,COP 400.000,"Puntuación: 9,9
9,9",Excepcional,58,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Casa Rose Hotel,COP 357.920,"Puntuación: 9,5
9,5",Excepcional,375,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Hotel San Fernandos Plaza,COP 100.000,"Puntuación: 8,7
8,7",Fabuloso,170,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Hostal El Hangar,COP 132.000,"Puntuación: 8,4
8,4",Muy bien,2.085,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Gran Hotel San Rafael,COP 60.000,"Puntuación: 8,4
8,4",Muy bien,11,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Hotel La Aldea del Oriente,COP 132.060,"Puntuación: 8,0
8,0",Muy bien,174,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Movich Hotel Las Lomas,COP 720.000,"Puntuación: 8,6
8,6",Fabuloso,2.394,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Soy Local Guatape,COP 140.200,"Puntuación: 8,4
8,4",Muy bien,2.915,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Hotel & Golf Isak Aeropuerto,COP 250.000,"Puntuación: 8,9
8,9",Fabuloso,1.587,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
Cabaña Momotus de la Concha,COP 280.000,"Puntuación: 9,3
9,3",Fantástico,39,"EL PEÑOL, GUATAPÉ",2024-11-14,2024-11-15
