hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel Portal Dorado,COP 110.000,"Puntuación: 7,4
7,4",Bien,59,MARINILLA,2025-02-11,2025-02-12
TAIKU,COP 240.000,"Puntuación: 9,3
9,3",Fantástico,34,MARINILLA,2025-02-11,2025-02-12
Cabañas tipo glamping cerca al Peñol LUUM,COP 335.880,"Puntuación: 9,3
9,3",Fantástico,7,MARINILLA,2025-02-11,2025-02-12
Refugio en Marinilla,COP 170.000,"Puntuación: 9,7
9,7",Excepcional,7,MARINILLA,2025-02-11,2025-02-12
Casa Fénix,COP 132.040,"Puntuación: 9,8
9,8",Excepcional,13,MARINILLA,2025-02-11,2025-02-12
Cabaña sol de oriente,COP 125.560,"Puntuación: 10
10",Excepcional,1,MARINILLA,2025-02-11,2025-02-12
Glamping IKIGAI,COP 180.000,"Puntuación: 9,7
9,7",Excepcional,8,MARINILLA,2025-02-11,2025-02-12
EL codobés Aparta Suite,COP 158.000,"Puntuación: 8,0
8,0",Muy bien,2,MARINILLA,2025-02-11,2025-02-12
Encanto Verde,COP 100.000,"Puntuación: 10
10",Excepcional,2,MARINILLA,2025-02-11,2025-02-12
Fénix,COP 163.000,"Puntuación: 10
10",Excepcional,4,MARINILLA,2025-02-11,2025-02-12
Marinilla - Cabañas Perlas Black -,COP 368.480,"Puntuación: 9,5
9,5",Excepcional,2,MARINILLA,2025-02-11,2025-02-12
Calida Cabaña Marinilla,COP 316.360,No disponible,No disponible,No disponible,MARINILLA,2025-02-11,2025-02-12
Estadía en cabaña #2 acogedora con Jacuzzi privado,COP 340.000,No disponible,No disponible,No disponible,MARINILLA,2025-02-11,2025-02-12
Cabaña Acogedora en finca de aguacates,COP 392.420,"Puntuación: 8,0
8,0",Muy bien,2,MARINILLA,2025-02-11,2025-02-12
Hotel Bicentenario Rionegro,COP 91.680,"Puntuación: 8,1
8,1",Muy bien,2.955,MARINILLA,2025-02-11,2025-02-12
Hotel Campo Real,COP 400.000,"Puntuación: 8,8
8,8",Fabuloso,109,MARINILLA,2025-02-11,2025-02-12
Hotel Casa Linda Guatape,COP 144.800,"Puntuación: 8,7
8,7",Fabuloso,397,GUATAPÉ,2025-02-11,2025-02-12
La Pausa Hotelbistro,COP 566.880,"Puntuación: 9,6
9,6",Excepcional,364,GUATAPÉ,2025-02-11,2025-02-12
Hotel Verony Guatape,COP 230.880,"Puntuación: 8,2
8,2",Muy bien,1.448,GUATAPÉ,2025-02-11,2025-02-12
Hotel Las Vegas,COP 79.000,"Puntuación: 7,8
7,8",Bien,1.073,GUATAPÉ,2025-02-11,2025-02-12
La Madriguera,COP 236.260,"Puntuación: 8,7
8,7",Fabuloso,536,GUATAPÉ,2025-02-11,2025-02-12
The Rock Guatape,COP 192.000,"Puntuación: 9,0
9,0",Fantástico,1.048,GUATAPÉ,2025-02-11,2025-02-12
BubbleSky Glamping Guatapé,COP 369.420,"Puntuación: 8,9
8,9",Fabuloso,464,GUATAPÉ,2025-02-11,2025-02-12
The Boato Hotel,COP 266.000,"Puntuación: 9,0
9,0",Fantástico,1.114,GUATAPÉ,2025-02-11,2025-02-12
Porto Marina Hotel,COP 486.780,"Puntuación: 8,9
8,9",Fabuloso,664,GUATAPÉ,2025-02-11,2025-02-12
Hotel Guatatur,COP 103.300,"Puntuación: 7,9
7,9",Bien,796,GUATAPÉ,2025-02-11,2025-02-12
Casa García Rent Home,COP 180.000,"Puntuación: 8,9
8,9",Fabuloso,333,GUATAPÉ,2025-02-11,2025-02-12
Hotel Zocalo Campestre,COP 280.000,"Puntuación: 9,1
9,1",Fantástico,500,GUATAPÉ,2025-02-11,2025-02-12
Jordan Hotel Boutique,COP 397.800,"Puntuación: 9,6
9,6",Excepcional,379,GUATAPÉ,2025-02-11,2025-02-12
Hotel Real Guatapé,COP 83.340,"Puntuación: 8,5
8,5",Muy bien,523,GUATAPÉ,2025-02-11,2025-02-12
Tau House,COP 1.020.000,"Puntuación: 9,4
9,4",Fantástico,359,GUATAPÉ,2025-02-11,2025-02-12
Balcones de la Casona,COP 90.000,"Puntuación: 9,2
9,2",Fantástico,213,GUATAPÉ,2025-02-11,2025-02-12
Hotel Estaciones,COP 207.000,"Puntuación: 8,4
8,4",Muy bien,546,GUATAPÉ,2025-02-11,2025-02-12
"Casa Encuentro Ecolodge, Outdoor Gym and Yoga",COP 232.000,"Puntuación: 8,8
8,8",Fabuloso,313,GUATAPÉ,2025-02-11,2025-02-12
Cabañas Refugio Himalaya,COP 433.000,"Puntuación: 9,3
9,3",Fantástico,111,GUATAPÉ,2025-02-11,2025-02-12
1714 Hotel Boutique Guatapé,COP 257.600,"Puntuación: 9,1
9,1",Fantástico,170,GUATAPÉ,2025-02-11,2025-02-12
Rooca Guatape,COP 375.000,"Puntuación: 8,8
8,8",Fabuloso,47,GUATAPÉ,2025-02-11,2025-02-12
Arvum Hotel Boutique,COP 426.000,"Puntuación: 9,9
9,9",Excepcional,39,GUATAPÉ,2025-02-11,2025-02-12
Montecielo Hosting,COP 324.000,"Puntuación: 8,8
8,8",Fabuloso,82,GUATAPÉ,2025-02-11,2025-02-12
Finca El paraíso Guatape,COP 2.250.000,"Puntuación: 9,6
9,6",Excepcional,13,GUATAPÉ,2025-02-11,2025-02-12
Hotel Spa Bliss Guatape,COP 151.200,"Puntuación: 8,7
8,7",Fabuloso,24,GUATAPÉ,2025-02-11,2025-02-12
Espacio 22-9,COP 62.100,"Puntuación: 8,7
8,7",Fabuloso,100,Pereira,2025-02-11,2025-02-12
Movich Hotel de Pereira,COP 901.000,"Puntuación: 9,0
9,0",Fantástico,1.618,Pereira,2025-02-11,2025-02-12
Ecohotel La Casona Pereira,COP 76.500,"Puntuación: 7,2
7,2",Bien,855,Pereira,2025-02-11,2025-02-12
Hotel Dibeni Pereira,COP 93.500,"Puntuación: 7,6
7,6",Bien,1.277,Pereira,2025-02-11,2025-02-12
Ecohotel Guaduales Pereira,COP 99.000,"Puntuación: 7,8
7,8",Bien,508,Pereira,2025-02-11,2025-02-12
Hotel Agata Boutique pinares Pereira,COP 142.880,"Puntuación: 8,3
8,3",Muy bien,47,Pereira,2025-02-11,2025-02-12
Hotel Coffee Real Pereira,COP 72.100,"Puntuación: 6,7
6,7",Puntuación,406,Pereira,2025-02-11,2025-02-12
Hotel Palo Grande CF Pereira,COP 107.100,"Puntuación: 8,8
8,8",Fabuloso,331,Pereira,2025-02-11,2025-02-12
Hotel Pereira Central,COP 85.060,"Puntuación: 7,9
7,9",Bien,39,Pereira,2025-02-11,2025-02-12
Megahotel,COP 192.000,"Puntuación: 7,7
7,7",Bien,82,Pereira,2025-02-11,2025-02-12
Sonesta Hotel Pereira,COP 440.000,"Puntuación: 9,0
9,0",Fantástico,1.655,Pereira,2025-02-11,2025-02-12
Hotel Soratama,COP 344.000,"Puntuación: 8,7
8,7",Fabuloso,1.999,Pereira,2025-02-11,2025-02-12
Hotel Tangara,COP 99.000,"Puntuación: 7,5
7,5",Bien,1.002,Pereira,2025-02-11,2025-02-12
Hotel paradise del cafe,COP 160.000,"Puntuación: 8,6
8,6",Fabuloso,1.388,Pereira,2025-02-11,2025-02-12
Ayenda 1122 Victoria,COP 65.440,"Puntuación: 6,0
6,0",Puntuación,581,Pereira,2025-02-11,2025-02-12
Hotel Go Pereira,COP 119.000,"Puntuación: 6,3
6,3",Puntuación,818,Pereira,2025-02-11,2025-02-12
Eco Hotel La Selecta Campestre,COP 68.400,"Puntuación: 6,5
6,5",Puntuación,698,Pereira,2025-02-11,2025-02-12
M1145 Aparta Loft,COP 81.000,"Puntuación: 7,8
7,8",Bien,639,Pereira,2025-02-11,2025-02-12
Hotel Condina Pereira,COP 68.860,"Puntuación: 6,9
6,9",Puntuación,728,Pereira,2025-02-11,2025-02-12
HOTEL CATALUÑA - SOLUCIONES HOTELERAs,COP 128.260,"Puntuación: 8,7
8,7",Fabuloso,949,Pereira,2025-02-11,2025-02-12
Hotel Suite Center Pereira,COP 106.260,"Puntuación: 7,9
7,9",Bien,872,Pereira,2025-02-11,2025-02-12
Hotel San Fermin Pereira,COP 120.000,"Puntuación: 8,7
8,7",Fabuloso,469,Pereira,2025-02-11,2025-02-12
Hotel el cable pereira,COP 75.000,"Puntuación: 9,5
9,5",Excepcional,18,Pereira,2025-02-11,2025-02-12
Ventiuna Hotel y Coliving,COP 117.000,"Puntuación: 8,8
8,8",Fabuloso,604,Pereira,2025-02-11,2025-02-12
DAM Hotel Pereira,COP 84.420,"Puntuación: 8,2
8,2",Muy bien,318,Pereira,2025-02-11,2025-02-12
