hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Katara Boutique Hotel,COP 80.000,"Puntuación: 8,7
8,7",Fabuloso,368,Mariquita,2024-11-13,2024-11-14
Casa Colonial,COP 70.000,"Puntuación: 8,4
8,4",Muy bien,143,Mariquita,2024-11-13,2024-11-14
Hotel ZT,COP 74.260,"Puntuación: 8,2
8,2",Muy bien,18,Mariquita,2024-11-13,2024-11-14
Casamarilla,COP 170.000,"Puntuación: 9,2
9,2",Fantástico,243,Mariquita,2024-11-13,2024-11-14
Casa de la Cruz,COP 110.560,"Puntuación: 10
10",Excepcional,3,Mariquita,2024-11-13,2024-11-14
Los Potrillos,COP 140.000,"Puntuación: 9,5
9,5",Excepcional,48,Mariquita,2024-11-13,2024-11-14
Hotel OASIS,COP 70.000,,,,Mariquita,2024-11-13,2024-11-14
Hotel nelumbo,COP 220.000,"Puntuación: 9,2
9,2",Fantástico,17,Mariquita,2024-11-13,2024-11-14
Hotel flamingo real T,COP 110.000,"Puntuación: 7,3
7,3",Bien,33,Mariquita,2024-11-13,2024-11-14
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,65,Mariquita,2024-11-13,2024-11-14
Hotel Refugio Bike,COP 220.000,"Puntuación: 9,0
9,0",Fantástico,59,Mariquita,2024-11-13,2024-11-14
La Luna by JR,COP 181.400,"Puntuación: 8,9
8,9",Fabuloso,79,Mariquita,2024-11-13,2024-11-14
Hotel campestre París soleil,COP 280.000,"Puntuación: 10
10",Excepcional,1,Mariquita,2024-11-13,2024-11-14
Eco-Glamping Shalom,COP 560.000,"Puntuación: 9,4
9,4",Fantástico,45,Mariquita,2024-11-13,2024-11-14
Hotel Boutique San Rafael,COP 306.000,"Puntuación: 8,9
8,9",Fabuloso,34,Mariquita,2024-11-13,2024-11-14
La Orquidea,COP 75.000,"Puntuación: 7,8
7,8",Bien,122,Mariquita,2024-11-13,2024-11-14
Casa Santa Lucia,COP 130.000,"Puntuación: 9,4
9,4",Fantástico,9,Mariquita,2024-11-13,2024-11-14
QUINTA CAMPESTRE LA FLORIDA,COP 400.000,,,,Mariquita,2024-11-13,2024-11-14
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,0
9,0",Fantástico,8,Mariquita,2024-11-13,2024-11-14
Casa de descanso,COP 108.000,"Puntuación: 8,5
8,5",Muy bien,30,Mariquita,2024-11-13,2024-11-14
Hotel B & C,COP 150.000,"Puntuación: 8,1
8,1",Muy bien,55,Mariquita,2024-11-13,2024-11-14
Villa Tikuna,COP 119.000,"Puntuación: 8,8
8,8",Fabuloso,60,Mariquita,2024-11-13,2024-11-14
Victoria Imperial Hotel,COP 220.000,"Puntuación: 8,6
8,6",Fabuloso,117,Mariquita,2024-11-13,2024-11-14
Mahanaim Centro Campestre de Eventos,COP 200.000,"Puntuación: 4,3
4,3",Puntuación,3,Mariquita,2024-11-13,2024-11-14
SAN SENDERISMO ROOM,COP 72.000,"Puntuación: 9,7
9,7",Excepcional,9,Mariquita,2024-11-13,2024-11-14
Cabaña El peñol Guatape,,,,,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
