hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Finca Visionaria Con Jacuzzi Magico,COP 110.000,"Puntuación: 9,4
9,4",Fantástico,96,El peñol,2025-01-20,2025-01-21
Eden Hotel,COP 100.000,"Puntuación: 8,4
8,4",Muy bien,33,El peñol,2025-01-20,2025-01-21
Hotel Nova El Peñol,COP 184.000,"Puntuación: 9,2
9,2",Fantástico,81,El peñol,2025-01-20,2025-01-21
KABINE,COP 380.800,"Puntuación: 9,4
9,4",Fantástico,31,El peñol,2025-01-20,2025-01-21
Cabaña del Embalse con vista espectacular y Starlink,COP 220.000,"Puntuación: 9,7
9,7",Excepcional,18,El peñol,2025-01-20,2025-01-21
HOTEL EL POTRILLO,COP 220.000,"Puntuación: 8,0
8,0",Muy bien,65,El peñol,2025-01-20,2025-01-21
Botánico Hotel Boutique Guatapé,COP 410.400,"Puntuación: 8,1
8,1",Muy bien,130,El peñol,2025-01-20,2025-01-21
Los Bambúes,COP 315.000,No disponible,No disponible,No disponible,El peñol,2025-01-20,2025-01-21
Cabaña con jacuzzi y acceso al embalse Portum III,COP 400.000,"Puntuación: 9,5
9,5",Excepcional,6,El peñol,2025-01-20,2025-01-21
Finca 3 - Dakeva,COP 292.500,"Puntuación: 7,3
7,3",Bien,4,El peñol,2025-01-20,2025-01-21
"Magic View El peñol, Guatapé",COP 360.000,No disponible,No disponible,No disponible,El peñol,2025-01-20,2025-01-21
Cabaña Refugio de Ángeles,COP 508.500,"Puntuación: 9,0
9,0",Fantástico,2,El peñol,2025-01-20,2025-01-21
Bramasole Hotel Boutique - El Peñol,COP 170.000,"Puntuación: 9,0
9,0",Fantástico,12,El peñol,2025-01-20,2025-01-21
Cabaña La Capilla El Peñol,COP 270.000,"Puntuación: 10
10",Excepcional,3,El peñol,2025-01-20,2025-01-21
Cabaña Las Flores en Guatapé,COP 480.000,No disponible,No disponible,No disponible,El peñol,2025-01-20,2025-01-21
M203-Dakeva,COP 518.400,No disponible,No disponible,No disponible,El peñol,2025-01-20,2025-01-21
Cabaña con jacuzzi y acceso al embalse - Portum I,COP 450.000,"Puntuación: 9,7
9,7",Excepcional,3,El peñol,2025-01-20,2025-01-21
