hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Katara Boutique Hotel,COP 75.000,"Puntuación: 8,7
8,7",Fabuloso,368,Mariquita,2024-11-12,2024-11-13
Casa de la Cruz,COP 110.560,"Puntuación: 10
10",Excepcional,2,Mariquita,2024-11-12,2024-11-13
Casa Colonial,COP 70.000,"Puntuación: 8,4
8,4",Muy bien,143,Mariquita,2024-11-12,2024-11-13
Hotel ZT,COP 74.260,"Puntuación: 8,2
8,2",Muy bien,18,Mariquita,2024-11-12,2024-11-13
Casamarilla,COP 170.000,"Puntuación: 9,2
9,2",Fantástico,243,Mariquita,2024-11-12,2024-11-13
Los Potrillos,COP 140.000,"Puntuación: 9,5
9,5",Excepcional,48,Mariquita,2024-11-12,2024-11-13
La Orquidea,COP 75.000,"Puntuación: 7,8
7,8",Bien,122,Mariquita,2024-11-12,2024-11-13
Hotel flamingo real T,COP 110.000,"Puntuación: 7,3
7,3",Bien,33,Mariquita,2024-11-12,2024-11-13
Hotel nelumbo,COP 220.000,"Puntuación: 9,2
9,2",Fantástico,17,Mariquita,2024-11-12,2024-11-13
Casa de descanso,COP 108.000,"Puntuación: 8,5
8,5",Muy bien,30,Mariquita,2024-11-12,2024-11-13
Hotel OASIS,COP 70.000,,,,Mariquita,2024-11-12,2024-11-13
SAN SENDERISMO ROOM,COP 72.000,"Puntuación: 9,7
9,7",Excepcional,9,Mariquita,2024-11-12,2024-11-13
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,65,Mariquita,2024-11-12,2024-11-13
Hotel Boutique San Rafael,COP 306.000,"Puntuación: 8,9
8,9",Fabuloso,34,Mariquita,2024-11-12,2024-11-13
Eco-Glamping Shalom,COP 560.000,"Puntuación: 9,4
9,4",Fantástico,45,Mariquita,2024-11-12,2024-11-13
Casa Santa Lucia,COP 130.000,"Puntuación: 9,4
9,4",Fantástico,9,Mariquita,2024-11-12,2024-11-13
Hotel Refugio Bike,COP 220.000,"Puntuación: 9,0
9,0",Fantástico,60,Mariquita,2024-11-12,2024-11-13
Casa comoda con excelente ubicacion,COP 140.000,"Puntuación: 9,7
9,7",Excepcional,6,Mariquita,2024-11-12,2024-11-13
Hotel B & C,COP 150.000,"Puntuación: 8,1
8,1",Muy bien,55,Mariquita,2024-11-12,2024-11-13
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,0
9,0",Fantástico,8,Mariquita,2024-11-12,2024-11-13
La Casa de Doña María,COP 144.000,"Puntuación: 9,4
9,4",Fantástico,5,Mariquita,2024-11-12,2024-11-13
CASA DE SOFIA,COP 112.500,"Puntuación: 10
10",Excepcional,1,Mariquita,2024-11-12,2024-11-13
Victoria Imperial Hotel,COP 220.000,"Puntuación: 8,6
8,6",Fabuloso,117,Mariquita,2024-11-12,2024-11-13
Villa Tikuna,COP 119.000,"Puntuación: 8,8
8,8",Fabuloso,60,Mariquita,2024-11-12,2024-11-13
Loft Moderno,COP 160.000,"Puntuación: 7,0
7,0",Bien,1,Mariquita,2024-11-12,2024-11-13
Cabaña El peñol Guatape,,,,,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel Bicentenario Rionegro,COP 120.000,"Puntuación: 7,9
7,9",Bien,3.233,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Breeze Glamping -Guatape,COP 400.000,"Puntuación: 9,9
9,9",Excepcional,58,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel San Fernandos Plaza,COP 100.000,"Puntuación: 8,7
8,7",Fabuloso,170,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hostal El Hangar,COP 201.000,"Puntuación: 8,4
8,4",Muy bien,2.081,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Casa Rose Hotel,COP 511.300,"Puntuación: 9,5
9,5",Excepcional,375,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel La Aldea del Oriente,COP 132.060,"Puntuación: 8,0
8,0",Muy bien,174,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Movich Hotel Las Lomas,COP 720.000,"Puntuación: 8,6
8,6",Fabuloso,2.393,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Harmony loft - Wifi de 200 mb muy cercano a todo,COP 111.600,"Puntuación: 9,2
9,2",Fantástico,22,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Soy Local Guatape,COP 132.300,"Puntuación: 8,4
8,4",Muy bien,2.926,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel & Golf Isak Aeropuerto,COP 225.000,"Puntuación: 9,0
9,0",Fantástico,1.589,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Gran Hotel San Rafael,COP 60.000,"Puntuación: 8,4
8,4",Muy bien,11,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Cabaña Momotus de la Concha,COP 280.000,"Puntuación: 9,3
9,3",Fantástico,39,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel Silver Guarne,COP 180.000,"Puntuación: 8,5
8,5",Muy bien,77,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Oak Tree house,COP 80.100,"Puntuación: 8,9
8,9",Fabuloso,1.502,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel Santiago de Arma,COP 330.000,"Puntuación: 8,7
8,7",Fabuloso,1.693,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Finca Visionaria Con Jacuzzi Magico,COP 110.000,"Puntuación: 9,5
9,5",Excepcional,81,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
"Cabañas con jacuzzi y chimenea - Casa Floral, Marinilla",COP 220.000,"Puntuación: 9,4
9,4",Fantástico,178,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Lake View Hostel,COP 140.000,"Puntuación: 8,6
8,6",Fabuloso,852,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel Plaza El Santuario,COP 180.000,"Puntuación: 7,9
7,9",Bien,79,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Ecohotel Soplo del Tambo,COP 158.400,"Puntuación: 9,0
9,0",Fantástico,91,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel Villa Colonia,COP 144.900,"Puntuación: 8,2
8,2",Muy bien,126,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
HOTEL GRAN PLAZA SAN RAFAEL,COP 100.000,"Puntuación: 8,0
8,0",Muy bien,41,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hospedaje Pa'Gaïa,COP 59.400,"Puntuación: 9,6
9,6",Excepcional,20,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hostal Macondo Inn,COP 120.000,"Puntuación: 8,2
8,2",Muy bien,80,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
La Perla Negra - Black Pearl Eco Hostel,COP 175.000,"Puntuación: 9,6
9,6",Excepcional,186,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Cabaña El peñol Guatape,,,,,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel Bicentenario Rionegro,COP 120.000,"Puntuación: 7,9
7,9",Bien,3.233,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Breeze Glamping -Guatape,COP 400.000,"Puntuación: 9,9
9,9",Excepcional,58,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel San Fernandos Plaza,COP 100.000,"Puntuación: 8,7
8,7",Fabuloso,170,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hostal El Hangar,COP 201.000,"Puntuación: 8,4
8,4",Muy bien,2.081,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Casa Rose Hotel,COP 511.300,"Puntuación: 9,5
9,5",Excepcional,375,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel La Aldea del Oriente,COP 132.060,"Puntuación: 8,0
8,0",Muy bien,174,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Movich Hotel Las Lomas,COP 720.000,"Puntuación: 8,6
8,6",Fabuloso,2.393,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Harmony loft - Wifi de 200 mb muy cercano a todo,COP 111.600,"Puntuación: 9,2
9,2",Fantástico,22,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Soy Local Guatape,COP 132.300,"Puntuación: 8,4
8,4",Muy bien,2.926,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel & Golf Isak Aeropuerto,COP 225.000,"Puntuación: 9,0
9,0",Fantástico,1.589,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Gran Hotel San Rafael,COP 60.000,"Puntuación: 8,4
8,4",Muy bien,11,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Cabaña Momotus de la Concha,COP 280.000,"Puntuación: 9,3
9,3",Fantástico,39,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel Silver Guarne,COP 180.000,"Puntuación: 8,5
8,5",Muy bien,77,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Oak Tree house,COP 80.100,"Puntuación: 8,9
8,9",Fabuloso,1.502,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel Santiago de Arma,COP 330.000,"Puntuación: 8,7
8,7",Fabuloso,1.693,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Finca Visionaria Con Jacuzzi Magico,COP 110.000,"Puntuación: 9,5
9,5",Excepcional,81,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
"Cabañas con jacuzzi y chimenea - Casa Floral, Marinilla",COP 220.000,"Puntuación: 9,4
9,4",Fantástico,178,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Lake View Hostel,COP 140.000,"Puntuación: 8,6
8,6",Fabuloso,852,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Hotel Plaza El Santuario,COP 180.000,"Puntuación: 7,9
7,9",Bien,79,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
Ecohotel Soplo del Tambo,COP 158.400,"Puntuación: 9,0
9,0",Fantástico,91,"EL PEÑOL, GUATAPÉ",2024-11-12,2024-11-13
