hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel Portal Dorado,COP 90.000,"Puntuación: 7,9
7,9",Bien,57,MARINILLA,2024-12-19,2024-12-20
Hotel El Cordobes,COP 120.900,"Puntuación: 9,2
9,2",Fantástico,27,MARINILLA,2024-12-19,2024-12-20
Hotel Villa Colonia,COP 144.900,"Puntuación: 8,2
8,2",Muy bien,123,MARINILLA,2024-12-19,2024-12-20
Hotel Ocaso Marinilla,COP 130.000,"Puntuación: 9,1
9,1",Fantástico,63,MARINILLA,2024-12-19,2024-12-20
Cannua Lodge,COP 645.520,"Puntuación: 9,3
9,3",Fantástico,83,MARINILLA,2024-12-19,2024-12-20
Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,COP 499.200,"Puntuación: 8,6
8,6",Fabuloso,20,MARINILLA,2024-12-19,2024-12-20
"Cabañas con jacuzzi y chimenea - Casa Floral, Marinilla",COP 240.000,"Puntuación: 9,4
9,4",Fantástico,180,MARINILLA,2024-12-19,2024-12-20
HOSTERÍA BRISAS DEL RÍO,COP 350.000,"Puntuación: 8,5
8,5",Muy bien,4,MARINILLA,2024-12-19,2024-12-20
Cabaña Starka & Jacuzzi,COP 237.500,"Puntuación: 9,9
9,9",Excepcional,28,MARINILLA,2024-12-19,2024-12-20
Cabañas tipo glamping cerca al Peñol LUUM,COP 335.880,"Puntuación: 9,3
9,3",Fantástico,6,MARINILLA,2024-12-19,2024-12-20
Valerio Hotel Boutique,COP 273.700,"Puntuación: 8,8
8,8",Fabuloso,29,MARINILLA,2024-12-19,2024-12-20
TAIKU,COP 240.000,"Puntuación: 9,6
9,6",Excepcional,32,MARINILLA,2024-12-19,2024-12-20
San José de las bromelias,COP 230.000,"Puntuación: 10
10",Excepcional,46,MARINILLA,2024-12-19,2024-12-20
Calida Cabaña Marinilla,COP 170.320,No disponible,No disponible,No disponible,MARINILLA,2024-12-19,2024-12-20
Casa Fénix,COP 230.680,"Puntuación: 9,8
9,8",Excepcional,10,MARINILLA,2024-12-19,2024-12-20
Hotel La Aldea del Oriente,COP 164.000,"Puntuación: 8,1
8,1",Muy bien,164,MARINILLA,2024-12-19,2024-12-20
Fénix,COP 233.000,"Puntuación: 10
10",Excepcional,2,MARINILLA,2024-12-19,2024-12-20
Cabaña marinilla,COP 192.000,No disponible,No disponible,No disponible,MARINILLA,2024-12-19,2024-12-20
EL codobés Aparta Suite,COP 158.000,No disponible,No disponible,No disponible,MARINILLA,2024-12-19,2024-12-20
Cabaña sol de oriente,COP 125.560,No disponible,No disponible,No disponible,MARINILLA,2024-12-19,2024-12-20
villa nabusimaque by 100%Xanahoria,COP 146.200,"Puntuación: 1,0
1,0",Puntuación,1,MARINILLA,2024-12-19,2024-12-20
Cabaña Acogedora en finca de aguacates,COP 291.600,"Puntuación: 8,0
8,0",Muy bien,2,MARINILLA,2024-12-19,2024-12-20
Finca Aire Puro,COP 345.100,No disponible,No disponible,No disponible,MARINILLA,2024-12-19,2024-12-20
Estadía en cabaña #2 acogedora con Jacuzzi privado,COP 340.000,No disponible,No disponible,No disponible,MARINILLA,2024-12-19,2024-12-20
Hotel Zona Rosa Marinilla,COP 130.000,"Puntuación: 5,8
5,8",Puntuación,5,MARINILLA,2024-12-19,2024-12-20
Katara Boutique Hotel,COP 80.000,"Puntuación: 8,8
8,8",Fabuloso,379,Mariquita,2024-12-19,2024-12-20
Casa Colonial,COP 70.000,"Puntuación: 8,3
8,3",Muy bien,146,Mariquita,2024-12-19,2024-12-20
La Orquidea,COP 75.000,"Puntuación: 7,7
7,7",Bien,122,Mariquita,2024-12-19,2024-12-20
Casamarilla,COP 170.000,"Puntuación: 9,2
9,2",Fantástico,232,Mariquita,2024-12-19,2024-12-20
Los Potrillos,COP 140.000,"Puntuación: 9,5
9,5",Excepcional,52,Mariquita,2024-12-19,2024-12-20
Hotel Brisas La Gaviota Mariquit-Tolima,COP 262.080,"Puntuación: 9,1
9,1",Fantástico,98,Mariquita,2024-12-19,2024-12-20
Villa Tikuna,COP 119.000,"Puntuación: 8,8
8,8",Fabuloso,62,Mariquita,2024-12-19,2024-12-20
La Luna by JR,COP 252.720,"Puntuación: 8,9
8,9",Fabuloso,78,Mariquita,2024-12-19,2024-12-20
Hotel flamingo real T,COP 110.000,"Puntuación: 7,2
7,2",Bien,34,Mariquita,2024-12-19,2024-12-20
Victoria Imperial Hotel,COP 175.000,"Puntuación: 8,7
8,7",Fabuloso,114,Mariquita,2024-12-19,2024-12-20
Hotel Boutique San Rafael,COP 306.000,"Puntuación: 9,0
9,0",Fantástico,33,Mariquita,2024-12-19,2024-12-20
Eco-Glamping Shalom,COP 560.000,"Puntuación: 9,4
9,4",Fantástico,44,Mariquita,2024-12-19,2024-12-20
Hotel ZT,COP 105.000,"Puntuación: 8,2
8,2",Muy bien,21,Mariquita,2024-12-19,2024-12-20
Casa del encanto II,COP 128.000,"Puntuación: 9,5
9,5",Excepcional,64,Mariquita,2024-12-19,2024-12-20
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,63,Mariquita,2024-12-19,2024-12-20
Casa de descanso,COP 115.200,"Puntuación: 8,5
8,5",Muy bien,31,Mariquita,2024-12-19,2024-12-20
La mejor opción para tu descanso y recreación.,COP 385.000,"Puntuación: 9,4
9,4",Fantástico,23,Mariquita,2024-12-19,2024-12-20
CASA DE SOFIA,COP 112.500,"Puntuación: 10
10",Excepcional,2,Mariquita,2024-12-19,2024-12-20
Casa Santa Lucia,COP 130.000,"Puntuación: 9,4
9,4",Fantástico,9,Mariquita,2024-12-19,2024-12-20
Villa Tikuna Rústico,COP 125.000,"Puntuación: 8,5
8,5",Muy bien,6,Mariquita,2024-12-19,2024-12-20
Casa Vacacional,COP 340.000,"Puntuación: 8,6
8,6",Fabuloso,9,Mariquita,2024-12-19,2024-12-20
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,1
9,1",Fantástico,10,Mariquita,2024-12-19,2024-12-20
Casa Hotel Victoria Real,COP 198.000,"Puntuación: 8,4
8,4",Muy bien,48,Mariquita,2024-12-19,2024-12-20
Hotel OASIS,COP 70.000,No disponible,No disponible,No disponible,Mariquita,2024-12-19,2024-12-20
Apartamento Vacacional Campestre,COP 189.000,"Puntuación: 8,3
8,3",Muy bien,20,Mariquita,2024-12-19,2024-12-20
San Antonio,COP 105.600,No disponible,No disponible,No disponible,El peñol,2024-12-19,2024-12-20
Eden Hotel,COP 100.000,"Puntuación: 8,6
8,6",Fabuloso,29,El peñol,2024-12-19,2024-12-20
Hotel Nova El Peñol,COP 184.000,"Puntuación: 9,3
9,3",Fantástico,47,El peñol,2024-12-19,2024-12-20
Palenque Serenity Lodge,COP 194.400,"Puntuación: 9,8
9,8",Excepcional,11,El peñol,2024-12-19,2024-12-20
Finca Visionaria Con Jacuzzi Magico,COP 135.000,"Puntuación: 9,4
9,4",Fantástico,88,El peñol,2024-12-19,2024-12-20
HOTEL Mirador Cielo Blue,COP 280.000,"Puntuación: 8,3
8,3",Muy bien,19,El peñol,2024-12-19,2024-12-20
KABINE,COP 326.400,"Puntuación: 9,3
9,3",Fantástico,29,El peñol,2024-12-19,2024-12-20
