hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Katara Boutique Hotel,COP 75.000,"Puntuación: 8,7
8,7",Fabuloso,370,Mariquita,2024-11-22,2024-11-23
Casa Colonial,COP 70.000,"Puntuación: 8,4
8,4",Muy bien,143,Mariquita,2024-11-22,2024-11-23
Casamarilla,COP 170.000,"Puntuación: 9,2
9,2",Fantástico,243,Mariquita,2024-11-22,2024-11-23
Los Potrillos,COP 140.000,"Puntuación: 9,5
9,5",Excepcional,48,Mariquita,2024-11-22,2024-11-23
Hotel ZT,COP 74.260,"Puntuación: 8,2
8,2",Muy bien,18,Mariquita,2024-11-22,2024-11-23
Hotel flamingo real T,COP 110.000,"Puntuación: 7,3
7,3",Bien,33,Mariquita,2024-11-22,2024-11-23
Hotel OASIS,COP 70.000,,,,Mariquita,2024-11-22,2024-11-23
Casa del encanto II,COP 120.000,"Puntuación: 9,5
9,5",Excepcional,62,Mariquita,2024-11-22,2024-11-23
Hotel Brisas La Gaviota Mariquit-Tolima,COP 305.280,"Puntuación: 9,2
9,2",Fantástico,99,Mariquita,2024-11-22,2024-11-23
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,63,Mariquita,2024-11-22,2024-11-23
La Orquidea,COP 75.000,"Puntuación: 7,8
7,8",Bien,123,Mariquita,2024-11-22,2024-11-23
Hotel nelumbo,COP 220.000,"Puntuación: 9,2
9,2",Fantástico,17,Mariquita,2024-11-22,2024-11-23
Hotel Boutique JERUSALÉN,COP 100.000,,,,Mariquita,2024-11-22,2024-11-23
SAN SENDERISMO ROOM,COP 72.000,"Puntuación: 9,7
9,7",Excepcional,9,Mariquita,2024-11-22,2024-11-23
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,0
9,0",Fantástico,8,Mariquita,2024-11-22,2024-11-23
La Luna by JR,COP 196.560,"Puntuación: 8,9
8,9",Fabuloso,79,Mariquita,2024-11-22,2024-11-23
Hotel Boutique San Rafael,COP 306.000,"Puntuación: 9,0
9,0",Fantástico,33,Mariquita,2024-11-22,2024-11-23
Apartamento Vacacional Campestre,COP 180.000,"Puntuación: 8,3
8,3",Muy bien,19,Mariquita,2024-11-22,2024-11-23
Hotel Refugio Bike,COP 220.000,"Puntuación: 9,0
9,0",Fantástico,58,Mariquita,2024-11-22,2024-11-23
Villa Tikuna,COP 119.000,"Puntuación: 8,8
8,8",Fabuloso,61,Mariquita,2024-11-22,2024-11-23
Casa del encanto,COP 120.000,"Puntuación: 9,7
9,7",Excepcional,82,Mariquita,2024-11-22,2024-11-23
CASA JAZZ Armonía y relax,COP 210.820,,,,Mariquita,2024-11-22,2024-11-23
Eco-Glamping Shalom,COP 560.000,"Puntuación: 9,4
9,4",Fantástico,45,Mariquita,2024-11-22,2024-11-23
Hotel B & C,COP 150.000,"Puntuación: 8,1
8,1",Muy bien,53,Mariquita,2024-11-22,2024-11-23
CASA DE SOFIA,COP 112.500,"Puntuación: 10
10",Excepcional,1,Mariquita,2024-11-22,2024-11-23
Cabaña El peñol Guatape,,,,,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
Hotel Casa Verde Guatapé,COP 83.660,"Puntuación: 8,6
8,6",Fabuloso,462,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
Hotel Bicentenario Rionegro,COP 140.000,"Puntuación: 7,9
7,9",Bien,3.235,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
Casa Rose Hotel,COP 357.920,"Puntuación: 9,5
9,5",Excepcional,374,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
Breeze Glamping -Guatape,COP 400.000,"Puntuación: 9,9
9,9",Excepcional,58,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
Hotel San Fernandos Plaza,COP 110.000,"Puntuación: 8,7
8,7",Fabuloso,170,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
Hostal El Hangar,COP 140.000,"Puntuación: 8,4
8,4",Muy bien,2.081,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
Puesta de Sol El Carmen de Viboral,COP 176.000,"Puntuación: 9,5
9,5",Excepcional,123,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
Hotel La Aldea del Oriente,COP 132.060,"Puntuación: 8,1
8,1",Muy bien,172,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
Gran Hotel San Rafael,COP 70.000,"Puntuación: 8,3
8,3",Muy bien,12,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
Soy Local Guatape,COP 117.760,"Puntuación: 8,4
8,4",Muy bien,2.898,"EL PEÑOL, GUATAPÉ",2024-11-22,2024-11-23
