hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Katara Boutique Hotel,COP 80.000,"Puntuación: 8,7
8,7",Fabuloso,368,Mariquita,2024-11-11,2024-11-12
CASA JAZZ Armonía y relax,COP 210.820,,,,Mariquita,2024-11-11,2024-11-12
Casa Colonial,COP 70.000,"Puntuación: 8,4
8,4",Muy bien,143,Mariquita,2024-11-11,2024-11-12
Hotel ZT,COP 79.200,"Puntuación: 8,1
8,1",Muy bien,17,Mariquita,2024-11-11,2024-11-12
Hotel OASIS,COP 70.000,,,,Mariquita,2024-11-11,2024-11-12
Casamarilla,COP 170.000,"Puntuación: 9,2
9,2",Fantástico,243,Mariquita,2024-11-11,2024-11-12
Hotel nelumbo,COP 220.000,"Puntuación: 9,2
9,2",Fantástico,17,Mariquita,2024-11-11,2024-11-12
Hotel flamingo real T,COP 110.000,"Puntuación: 7,3
7,3",Bien,33,Mariquita,2024-11-11,2024-11-12
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,65,Mariquita,2024-11-11,2024-11-12
La Orquidea,COP 75.000,"Puntuación: 7,8
7,8",Bien,122,Mariquita,2024-11-11,2024-11-12
La Luna by JR,COP 393.120,"Puntuación: 8,9
8,9",Fabuloso,78,Mariquita,2024-11-11,2024-11-12
Hotel Boutique San Rafael,COP 306.000,"Puntuación: 8,9
8,9",Fabuloso,34,Mariquita,2024-11-11,2024-11-12
Hotel B & C,COP 150.000,"Puntuación: 8,1
8,1",Muy bien,55,Mariquita,2024-11-11,2024-11-12
Mahanaim Centro Campestre de Eventos,COP 200.000,"Puntuación: 4,3
4,3",Puntuación,3,Mariquita,2024-11-11,2024-11-12
Victoria Imperial Hotel,COP 220.000,"Puntuación: 8,6
8,6",Fabuloso,117,Mariquita,2024-11-11,2024-11-12
Villa Tikuna,COP 119.000,"Puntuación: 8,8
8,8",Fabuloso,60,Mariquita,2024-11-11,2024-11-12
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,0
9,0",Fantástico,8,Mariquita,2024-11-11,2024-11-12
Apartamento Vacacional Campestre,COP 198.000,"Puntuación: 8,3
8,3",Muy bien,19,Mariquita,2024-11-11,2024-11-12
Hotel Luna Llena,COP 120.000,"Puntuación: 9,0
9,0",Fantástico,16,Mariquita,2024-11-11,2024-11-12
Hotel Refugio Bike,COP 770.000,"Puntuación: 9,0
9,0",Fantástico,60,Mariquita,2024-11-11,2024-11-12
Villa Tikuna Rústico,COP 125.000,"Puntuación: 9,3
9,3",Fantástico,4,Mariquita,2024-11-11,2024-11-12
