hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
Hotel ZT,COP 79.200,"Puntuación: 8,1
8,1",Muy bien,17,Mariquita,2024-11-10,2024-11-11
Hotel flamingo real T,COP 110.000,"Puntuación: 7,3
7,3",Bien,33,Mariquita,2024-11-10,2024-11-11
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,64,Mariquita,2024-11-10,2024-11-11
Hotel OASIS,COP 70.000,,,,Mariquita,2024-11-10,2024-11-11
Casa Colonial,COP 142.680,"Puntuación: 8,4
8,4",Muy bien,142,Mariquita,2024-11-10,2024-11-11
Hotel B & C,COP 150.000,"Puntuación: 8,1
8,1",Muy bien,55,Mariquita,2024-11-10,2024-11-11
Hotel Boutique San Rafael,COP 306.000,"Puntuación: 8,9
8,9",Fabuloso,34,Mariquita,2024-11-10,2024-11-11
La Casa de Doña María,COP 144.000,"Puntuación: 9,4
9,4",Fantástico,5,Mariquita,2024-11-10,2024-11-11
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,1
9,1",Fantástico,7,Mariquita,2024-11-10,2024-11-11
Apartamento Vacacional Campestre,COP 180.000,"Puntuación: 8,3
8,3",Muy bien,19,Mariquita,2024-11-10,2024-11-11
Victoria Imperial Hotel,COP 245.000,"Puntuación: 8,6
8,6",Fabuloso,117,Mariquita,2024-11-10,2024-11-11
Hotel Luna Llena,COP 120.000,"Puntuación: 9,0
9,0",Fantástico,16,Mariquita,2024-11-10,2024-11-11
Casa Santa Lucia,COP 160.000,"Puntuación: 9,4
9,4",Fantástico,9,Mariquita,2024-11-10,2024-11-11
Mahanaim Centro Campestre de Eventos,COP 200.000,"Puntuación: 4,3
4,3",Puntuación,3,Mariquita,2024-11-10,2024-11-11
Apto Vacacional Conjunto Residencial,COP 144.000,"Puntuación: 10
10",Excepcional,2,Mariquita,2024-11-10,2024-11-11
Casa de Veraneo,COP 190.000,"Puntuación: 10
10",Excepcional,1,Mariquita,2024-11-10,2024-11-11
Hotel campestre París soleil,COP 190.000,,,,Mariquita,2024-11-10,2024-11-11
Acogedor apartamento familiar,COP 207.000,,,,Mariquita,2024-11-10,2024-11-11
El Odin,COP 1.037.400,,,,Mariquita,2024-11-10,2024-11-11
ApartaHotel El Balcón del Tolima,COP 60.000,"Puntuación: 9,4
9,4",Fantástico,18,Mariquita,2024-11-10,2024-11-11
Fonda tolipaisa,COP 227.500,,,,Mariquita,2024-11-10,2024-11-11
Casa De Amigos Hotel Boutique,COP 667.160,"Puntuación: 9,5
9,5",Excepcional,141,Mariquita,2024-11-10,2024-11-11
Hotel Paraíso Colonial,COP 80.000,"Puntuación: 6,6
6,6",Puntuación,114,Mariquita,2024-11-10,2024-11-11
aparta estudio BetTy con aire acondicionado confortable,COP 130.000,"Puntuación: 8,8
8,8",Fabuloso,11,Mariquita,2024-11-10,2024-11-11
