hotel,price,score,avg review,reviews count,ciudad,check_in,check_out
San Antonio,COP 147.200,No disponible,No disponible,No disponible,El peñol,2024-12-18,2024-12-19
Eden Hotel,COP 100.000,"Puntuación: 8,6
8,6",Fabuloso,29,El peñol,2024-12-18,2024-12-19
Hotel Nova El Peñol,COP 184.000,"Puntuación: 9,3
9,3",Fantástico,47,El peñol,2024-12-18,2024-12-19
Cabaña Lumin en El Peñol,COP 400.000,No disponible,No disponible,No disponible,El peñol,2024-12-18,2024-12-19
HOTEL Mirador Cielo Blue,COP 280.000,"Puntuación: 8,3
8,3",Muy bien,19,El peñol,2024-12-18,2024-12-19
Finca Visionaria Con Jacuzzi Magico,COP 135.000,"Puntuación: 9,4
9,4",Fantástico,88,El peñol,2024-12-18,2024-12-19
Palenque Serenity Lodge,COP 194.400,"Puntuación: 9,8
9,8",Excepcional,11,El peñol,2024-12-18,2024-12-19
KABINE,COP 326.400,"Puntuación: 9,3
9,3",Fantástico,29,El peñol,2024-12-18,2024-12-19
"Finca en Guatapé a solo minutos de la piedra, con Jacuzzi & piscina",COP 782.000,"Puntuación: 9,2
9,2",Fantástico,13,El peñol,2024-12-18,2024-12-19
Botánico Hotel Boutique Guatapé,COP 410.400,"Puntuación: 8,2
8,2",Muy bien,143,El peñol,2024-12-18,2024-12-19
Cabaña del Embalse con vista espectacular y Starlink,COP 180.000,"Puntuación: 9,6
9,6",Excepcional,24,El peñol,2024-12-18,2024-12-19
M203-Dakeva,COP 407.700,No disponible,No disponible,No disponible,El peñol,2024-12-18,2024-12-19
Bramasole Hotel Boutique - El Peñol,COP 200.000,"Puntuación: 9,0
9,0",Fantástico,12,El peñol,2024-12-18,2024-12-19
Finca Villa Maru,COP 1.051.880,"Puntuación: 9,3
9,3",Fantástico,3,El peñol,2024-12-18,2024-12-19
Los Bambúes,COP 352.800,No disponible,No disponible,No disponible,El peñol,2024-12-18,2024-12-19
HOTEL EL POTRILLO,COP 200.000,"Puntuación: 7,9
7,9",Bien,68,El peñol,2024-12-18,2024-12-19
Glamping Samadhi - el Peñol,COP 187.000,"Puntuación: 9,5
9,5",Excepcional,2,El peñol,2024-12-18,2024-12-19
Eco Hotel The View,COP 300.000,"Puntuación: 9,2
9,2",Fantástico,106,El peñol,2024-12-18,2024-12-19
Finca 3 - Dakeva,COP 283.500,"Puntuación: 7,3
7,3",Bien,4,El peñol,2024-12-18,2024-12-19
Hotel Muelle De María ángel,COP 180.000,"Puntuación: 5,5
5,5",Puntuación,4,El peñol,2024-12-18,2024-12-19
Hospedaje Rural POTOSI,COP 320.000,"Puntuación: 10
10",Excepcional,8,El peñol,2024-12-18,2024-12-19
Cabaña con jacuzzi y acceso al embalse - Portum II,COP 540.000,"Puntuación: 8,7
8,7",Fabuloso,3,El peñol,2024-12-18,2024-12-19
"Finca Parcelación Alemania 1 El peñol, Guatapé",COP 600.000,No disponible,No disponible,No disponible,El peñol,2024-12-18,2024-12-19
Cabaña de lujo Jacuzzi vista y acceso a la represa,COP 1.390.580,No disponible,No disponible,No disponible,El peñol,2024-12-18,2024-12-19
Finca La Marina El peñol Guatape,COP 352.800,No disponible,No disponible,No disponible,El peñol,2024-12-18,2024-12-19
Katara Boutique Hotel,COP 80.000,"Puntuación: 8,8
8,8",Fabuloso,378,Mariquita,2024-12-18,2024-12-19
Casa Colonial,COP 70.000,"Puntuación: 8,3
8,3",Muy bien,146,Mariquita,2024-12-18,2024-12-19
La Orquidea,COP 75.000,"Puntuación: 7,7
7,7",Bien,122,Mariquita,2024-12-18,2024-12-19
Los Potrillos,COP 140.000,"Puntuación: 9,5
9,5",Excepcional,52,Mariquita,2024-12-18,2024-12-19
Villa Tikuna,COP 119.000,"Puntuación: 8,8
8,8",Fabuloso,62,Mariquita,2024-12-18,2024-12-19
Hotel Brisas La Gaviota Mariquit-Tolima,COP 262.080,"Puntuación: 9,1
9,1",Fantástico,98,Mariquita,2024-12-18,2024-12-19
Hotel flamingo real T,COP 110.000,"Puntuación: 7,2
7,2",Bien,34,Mariquita,2024-12-18,2024-12-19
La Luna by JR,COP 252.720,"Puntuación: 8,9
8,9",Fabuloso,78,Mariquita,2024-12-18,2024-12-19
Hotel ZT,COP 105.000,"Puntuación: 8,2
8,2",Muy bien,21,Mariquita,2024-12-18,2024-12-19
Hotel Boutique San Rafael,COP 306.000,"Puntuación: 9,0
9,0",Fantástico,33,Mariquita,2024-12-18,2024-12-19
Eco-Glamping Shalom,COP 560.000,"Puntuación: 9,4
9,4",Fantástico,44,Mariquita,2024-12-18,2024-12-19
Victoria Imperial Hotel,COP 175.000,"Puntuación: 8,7
8,7",Fabuloso,114,Mariquita,2024-12-18,2024-12-19
Hostal Casa de los Virreyes,COP 100.000,"Puntuación: 7,4
7,4",Bien,63,Mariquita,2024-12-18,2024-12-19
Arriendo apartamento por días,COP 180.000,No disponible,No disponible,No disponible,Mariquita,2024-12-18,2024-12-19
casa lumka hotel boutique spa,COP 300.000,"Puntuación: 9,1
9,1",Fantástico,10,Mariquita,2024-12-18,2024-12-19
Casa del encanto II,COP 128.000,"Puntuación: 9,5
9,5",Excepcional,64,Mariquita,2024-12-18,2024-12-19
La mejor opción para tu descanso y recreación.,COP 385.000,"Puntuación: 9,4
9,4",Fantástico,23,Mariquita,2024-12-18,2024-12-19
CASA DE SOFIA,COP 112.500,"Puntuación: 10
10",Excepcional,2,Mariquita,2024-12-18,2024-12-19
Hotel Refugio Bike,COP 300.000,"Puntuación: 9,0
9,0",Fantástico,58,Mariquita,2024-12-18,2024-12-19
Casa Hotel Victoria Real,COP 198.000,"Puntuación: 8,4
8,4",Muy bien,48,Mariquita,2024-12-18,2024-12-19
Casa Santa Lucia,COP 130.000,"Puntuación: 9,4
9,4",Fantástico,9,Mariquita,2024-12-18,2024-12-19
Hotel OASIS,COP 70.000,No disponible,No disponible,No disponible,Mariquita,2024-12-18,2024-12-19
Casa descanso Mariquita,COP 450.000,"Puntuación: 9,1
9,1",Fantástico,8,Mariquita,2024-12-18,2024-12-19
Villa Tikuna Rústico,COP 125.000,"Puntuación: 8,5
8,5",Muy bien,6,Mariquita,2024-12-18,2024-12-19
Loft Moderno,COP 160.000,"Puntuación: 7,0
7,0",Bien,1,Mariquita,2024-12-18,2024-12-19
Hotel Casa Linda Guatape,COP 237.600,"Puntuación: 8,8
8,8",Fabuloso,329,GUATAPÉ,2024-12-18,2024-12-19
Apartahotel Avverato,COP 200.000,No disponible,No disponible,No disponible,GUATAPÉ,2024-12-18,2024-12-19
Aguatapé del Bosque,COP 210.000,No disponible,No disponible,No disponible,GUATAPÉ,2024-12-18,2024-12-19
Porto Marina Hotel,COP 444.400,"Puntuación: 8,9
8,9",Fabuloso,576,GUATAPÉ,2024-12-18,2024-12-19
Rancho Forest Guatape,COP 338.000,No disponible,No disponible,No disponible,GUATAPÉ,2024-12-18,2024-12-19
Apartahotel El Horizonte,COP 63.000,"Puntuación: 8,5
8,5",Muy bien,536,GUATAPÉ,2024-12-18,2024-12-19
Apartamento de lujo con acceso privado a la reserva,COP 345.600,No disponible,No disponible,No disponible,GUATAPÉ,2024-12-18,2024-12-19
Villagladys apartamento campestre,COP 156.800,No disponible,No disponible,No disponible,GUATAPÉ,2024-12-18,2024-12-19
Apartamento Guatapé,COP 189.000,"Puntuación: 8,5
8,5",Muy bien,11,GUATAPÉ,2024-12-18,2024-12-19
Hotel Las Vegas,COP 89.000,"Puntuación: 7,9
7,9",Bien,1.098,GUATAPÉ,2024-12-18,2024-12-19
Bosko,COP 862.500,"Puntuación: 9,1
9,1",Fantástico,251,GUATAPÉ,2024-12-18,2024-12-19
Hotel Guatatur,COP 103.300,"Puntuación: 7,9
7,9",Bien,756,GUATAPÉ,2024-12-18,2024-12-19
Luxé Cabañas,COP 517.440,"Puntuación: 8,5
8,5",Muy bien,1.101,GUATAPÉ,2024-12-18,2024-12-19
The Rock Guatape,COP 187.000,"Puntuación: 8,7
8,7",Fabuloso,1.131,GUATAPÉ,2024-12-18,2024-12-19
Casa García Rent Home,COP 136.500,"Puntuación: 9,0
9,0",Fantástico,282,GUATAPÉ,2024-12-18,2024-12-19
