precio,nombre,calificacion,ciudad,check_in,check_out
COP 262.080,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,1
9,1
Fantástico
98 comentarios",Mariquita,2024-12-19,2024-12-20
COP 739.200,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2024-12-19,2024-12-20
COP 283.360,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
164 comentarios","EL PEÑOL, GUATAPÉ",2024-12-19,2024-12-20
COP 143.360,Hotel Spa Bliss Guatape,"Puntuación: 9,6
9,6
Excepcional
8 comentarios",GUATAPÉ,2024-12-19,2024-12-20
COP 499.200,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2024-12-19,2024-12-20
COP 272.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
3 comentarios",GUATAPÉ,2024-12-19,2024-12-20
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,5
8,5
Muy bien
16 comentarios","El peñol, Guatapé",2024-12-19,2024-12-20
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 10
10
Excepcional
2 comentarios","EL PEÑOL, GUATAPÉ",2024-12-19,2024-12-20
COP 128.800,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,5
7,5
Bien
13 comentarios",GUATAPÉ,2024-12-19,2024-12-20
COP 249.600,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios","EL PEÑOL, GUATAPÉ",2024-12-19,2024-12-20
COP 420.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-19,2024-12-20
COP 1.440.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-19,2024-12-20
COP 600.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-19,2024-12-20
COP 352.800,Finca La Marina El peñol Guatape,"Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-19,2024-12-20
COP 730.620,Hotel Del Lago,"Puntuación: 7,8
7,8
Bien
484 comentarios","EL PEÑOL, GUATAPÉ",2024-12-19,2024-12-20
COP 327.600,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,1
9,1
Fantástico
98 comentarios",Mariquita,2024-12-20,2024-12-21
COP 970.680,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 283.360,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
164 comentarios","EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 199.360,Hotel Spa Bliss Guatape,"Puntuación: 9,6
9,6
Excepcional
8 comentarios",GUATAPÉ,2024-12-20,2024-12-21
COP 601.600,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2024-12-20,2024-12-21
COP 304.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
3 comentarios",GUATAPÉ,2024-12-20,2024-12-21
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,5
8,5
Muy bien
16 comentarios","El peñol, Guatapé",2024-12-20,2024-12-21
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 10
10
Excepcional
2 comentarios","EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 151.200,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,5
7,5
Bien
13 comentarios",GUATAPÉ,2024-12-20,2024-12-21
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios","EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 455.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 1.600.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 750.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 396.000,Finca La Marina El peñol Guatape,"Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
COP 730.620,Hotel Del Lago,"Puntuación: 7,8
7,8
Bien
484 comentarios","EL PEÑOL, GUATAPÉ",2024-12-20,2024-12-21
