precio,nombre,calificacion,ciudad,check_in,check_out
COP 439.300,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
102 comentarios",Mariquita,2025-01-20,2025-01-21
COP 933.800,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2025-01-20,2025-01-21
COP 322.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
168 comentarios","EL PEÑOL, GUATAPÉ",2025-01-20,2025-01-21
COP 168.000,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
18 comentarios",GUATAPÉ,2025-01-20,2025-01-21
COP 129.140,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2025-01-20,2025-01-21
COP 340.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
5 comentarios",GUATAPÉ,2025-01-20,2025-01-21
COP 319.000,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","El peñol, Guatapé",2025-01-20,2025-01-21
COP 302.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-01-20,2025-01-21
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
21 comentarios",GUATAPÉ,2025-01-20,2025-01-21
COP 728.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
76 comentarios","EL PEÑOL, GUATAPÉ",2025-01-20,2025-01-21
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
781 comentarios","EL PEÑOL, GUATAPÉ",2025-01-20,2025-01-21
COP 1.400.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
781 comentarios","EL PEÑOL, GUATAPÉ",2025-01-20,2025-01-21
COP 600.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
781 comentarios","EL PEÑOL, GUATAPÉ",2025-01-20,2025-01-21
COP 441.000,Finca La Marina El peñol Guatape,"Puntuación: 10
10
Excepcional
1 comentario","EL PEÑOL, GUATAPÉ",2025-01-20,2025-01-21
COP 717.080,Mirador del Lago Hotel,"Puntuación: 9,0
9,0
Fantástico
950 comentarios",EL PEÑOL,2025-01-20,2025-01-21
COP 350.000,Villas Guatapé,"Puntuación: 7,9
7,9
Bien
781 comentarios",El peñol ,2025-01-20,2025-01-21
COP 190.680,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
442 comentarios","Pereira, Risaralda",2025-01-20,2025-01-21
COP 439.300,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
102 comentarios",Mariquita,2025-01-21,2025-01-22
COP 933.800,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2025-01-21,2025-01-22
COP 257.600,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
168 comentarios","EL PEÑOL, GUATAPÉ",2025-01-21,2025-01-22
COP 134.400,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
18 comentarios",GUATAPÉ,2025-01-21,2025-01-22
COP 103.300,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2025-01-21,2025-01-22
COP 272.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
5 comentarios",GUATAPÉ,2025-01-21,2025-01-22
COP 255.200,"Marina Navegar- El peñol, Guatape","Puntuación: 8,1
8,1
Muy bien
22 comentarios","El peñol, Guatapé",2025-01-21,2025-01-22
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-01-21,2025-01-22
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,7
7,7
Bien
21 comentarios",GUATAPÉ,2025-01-21,2025-01-22
COP 286.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
76 comentarios","EL PEÑOL, GUATAPÉ",2025-01-21,2025-01-22
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
781 comentarios","EL PEÑOL, GUATAPÉ",2025-01-21,2025-01-22
COP 1.260.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
781 comentarios","EL PEÑOL, GUATAPÉ",2025-01-21,2025-01-22
COP 600.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
781 comentarios","EL PEÑOL, GUATAPÉ",2025-01-21,2025-01-22
COP 441.000,Finca La Marina El peñol Guatape,"Puntuación: 10
10
Excepcional
1 comentario","EL PEÑOL, GUATAPÉ",2025-01-21,2025-01-22
COP 717.080,Mirador del Lago Hotel,"Puntuación: 9,0
9,0
Fantástico
950 comentarios",EL PEÑOL,2025-01-21,2025-01-22
COP 350.000,Villas Guatapé,"Puntuación: 7,9
7,9
Bien
781 comentarios",El peñol ,2025-01-21,2025-01-22
COP 190.680,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
442 comentarios","Pereira, Risaralda",2025-01-21,2025-01-22
