precio,nombre,calificacion,ciudad,check_in,check_out
COP 804.080,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
99 comentarios",Mariquita,2024-12-23,2024-12-24
COP 896.000,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2024-12-23,2024-12-24
COP 476.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,3
9,3
Fantástico
160 comentarios","EL PEÑOL, GUATAPÉ",2024-12-23,2024-12-24
COP 166.320,Hotel Spa Bliss Guatape,"Puntuación: 9,8
9,8
Excepcional
5 comentarios",GUATAPÉ,2024-12-23,2024-12-24
COP 499.200,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2024-12-23,2024-12-24
COP 550.000,Hobbit Hotel Ecolodge- Guatapé,"Puntuación: 10
10
Excepcional
77 comentarios",GUATAPÉ,2024-12-23,2024-12-24
COP 333.500,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios","El peñol, Guatapé",2024-12-23,2024-12-24
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 10
10
Excepcional
2 comentarios","EL PEÑOL, GUATAPÉ",2024-12-23,2024-12-24
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,3
7,3
Bien
12 comentarios",GUATAPÉ,2024-12-23,2024-12-24
COP 436.800,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios","EL PEÑOL, GUATAPÉ",2024-12-23,2024-12-24
COP 420.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,5
9,5
Excepcional
166 comentarios","EL PEÑOL, GUATAPÉ",2024-12-23,2024-12-24
COP 2.000.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 9,5
9,5
Excepcional
166 comentarios","EL PEÑOL, GUATAPÉ",2024-12-23,2024-12-24
COP 420.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 9,5
9,5
Excepcional
166 comentarios","EL PEÑOL, GUATAPÉ",2024-12-23,2024-12-24
COP 1.020.000,"Finca en Guatapé a solo minutos de la piedra, con Jacuzzi & piscina","Puntuación: 9,2
9,2
Fantástico
13 comentarios","EL PEÑOL, GUATAPÉ",2024-12-23,2024-12-24
COP 328.020,Lago Hotel,"Puntuación: 7,9
7,9
Bien
69 comentarios","EL PEÑOL, GUATAPÉ",2024-12-23,2024-12-24
COP 737.080,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
99 comentarios",Mariquita,2024-12-24,2024-12-25
COP 970.680,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2024-12-24,2024-12-25
COP 476.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,3
9,3
Fantástico
160 comentarios","EL PEÑOL, GUATAPÉ",2024-12-24,2024-12-25
COP 189.000,Hotel Spa Bliss Guatape,"Puntuación: 9,8
9,8
Excepcional
5 comentarios",GUATAPÉ,2024-12-24,2024-12-25
COP 640.000,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2024-12-24,2024-12-25
COP 550.000,Hobbit Hotel Ecolodge- Guatapé,"Puntuación: 10
10
Excepcional
77 comentarios",GUATAPÉ,2024-12-24,2024-12-25
COP 469.800,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios","El peñol, Guatapé",2024-12-24,2024-12-25
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 10
10
Excepcional
2 comentarios","EL PEÑOL, GUATAPÉ",2024-12-24,2024-12-25
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,3
7,3
Bien
12 comentarios",GUATAPÉ,2024-12-24,2024-12-25
COP 527.800,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios","EL PEÑOL, GUATAPÉ",2024-12-24,2024-12-25
COP 420.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,5
9,5
Excepcional
166 comentarios","EL PEÑOL, GUATAPÉ",2024-12-24,2024-12-25
COP 1.800.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 9,5
9,5
Excepcional
166 comentarios","EL PEÑOL, GUATAPÉ",2024-12-24,2024-12-25
COP 420.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 9,5
9,5
Excepcional
166 comentarios","EL PEÑOL, GUATAPÉ",2024-12-24,2024-12-25
COP 1.200.000,"Finca en Guatapé a solo minutos de la piedra, con Jacuzzi & piscina","Puntuación: 9,2
9,2
Fantástico
13 comentarios","EL PEÑOL, GUATAPÉ",2024-12-24,2024-12-25
COP 328.020,Lago Hotel,"Puntuación: 7,9
7,9
Bien
69 comentarios","EL PEÑOL, GUATAPÉ",2024-12-24,2024-12-25
COP 737.080,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
99 comentarios",Mariquita,2024-12-25,2024-12-26
COP 896.000,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2024-12-25,2024-12-26
COP 476.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,3
9,3
Fantástico
160 comentarios","EL PEÑOL, GUATAPÉ",2024-12-25,2024-12-26
COP 189.000,Hotel Spa Bliss Guatape,"Puntuación: 9,8
9,8
Excepcional
5 comentarios",GUATAPÉ,2024-12-25,2024-12-26
COP 640.000,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2024-12-25,2024-12-26
COP 550.000,Hobbit Hotel Ecolodge- Guatapé,"Puntuación: 10
10
Excepcional
77 comentarios",GUATAPÉ,2024-12-25,2024-12-26
COP 469.800,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios","El peñol, Guatapé",2024-12-25,2024-12-26
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 10
10
Excepcional
2 comentarios","EL PEÑOL, GUATAPÉ",2024-12-25,2024-12-26
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,3
7,3
Bien
12 comentarios",GUATAPÉ,2024-12-25,2024-12-26
COP 527.800,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios","EL PEÑOL, GUATAPÉ",2024-12-25,2024-12-26
COP 420.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
3.224 comentarios","EL PEÑOL, GUATAPÉ",2024-12-25,2024-12-26
COP 1.260.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
3.224 comentarios","EL PEÑOL, GUATAPÉ",2024-12-25,2024-12-26
COP 420.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
3.224 comentarios","EL PEÑOL, GUATAPÉ",2024-12-25,2024-12-26
COP 1.200.000,"Finca en Guatapé a solo minutos de la piedra, con Jacuzzi & piscina","Puntuación: 9,2
9,2
Fantástico
13 comentarios","EL PEÑOL, GUATAPÉ",2024-12-25,2024-12-26
COP 328.020,Lago Hotel,"Puntuación: 7,9
7,9
Bien
69 comentarios","EL PEÑOL, GUATAPÉ",2024-12-25,2024-12-26
COP 737.080,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
99 comentarios",Mariquita,2024-12-26,2024-12-27
COP 985.600,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2024-12-26,2024-12-27
COP 476.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,3
9,3
Fantástico
160 comentarios","EL PEÑOL, GUATAPÉ",2024-12-26,2024-12-27
COP 189.000,Hotel Spa Bliss Guatape,"Puntuación: 9,8
9,8
Excepcional
5 comentarios",GUATAPÉ,2024-12-26,2024-12-27
COP 499.200,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2024-12-26,2024-12-27
COP 550.000,Hobbit Hotel Ecolodge- Guatapé,"Puntuación: 10
10
Excepcional
77 comentarios",GUATAPÉ,2024-12-26,2024-12-27
COP 469.800,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios","El peñol, Guatapé",2024-12-26,2024-12-27
COP 134.400,Hotel Omaga El peñol- Guatape,"Puntuación: 10
10
Excepcional
2 comentarios","EL PEÑOL, GUATAPÉ",2024-12-26,2024-12-27
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,3
7,3
Bien
12 comentarios",GUATAPÉ,2024-12-26,2024-12-27
COP 436.800,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios","EL PEÑOL, GUATAPÉ",2024-12-26,2024-12-27
COP 420.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
3.224 comentarios","EL PEÑOL, GUATAPÉ",2024-12-26,2024-12-27
