precio,nombre,calificacion,ciudad,check_in,check_out
COP 409.480,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,2
9,2
Fantástico
98 comentarios",Mariquita,2024-12-01,2024-12-02
COP 903.480,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2024-12-01,2024-12-02
COP 246.340,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
161 comentarios","EL PEÑOL, GUATAPÉ",2024-12-01,2024-12-02
COP 174.720,Hotel Spa Bliss Guatape,"Puntuación: 9,8
9,8
Excepcional
6 comentarios",GUATAPÉ,2024-12-01,2024-12-02
COP 384.000,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2024-12-01,2024-12-02
COP 230.000,Hobbit Hotel el peñol Guatapé,"Puntuación: 7,9
7,9
Bien
3.215 comentarios",GUATAPÉ,2024-12-01,2024-12-02
COP 333.500,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios","El peñol, Guatapé",2024-12-01,2024-12-02
COP 302.400,Hotel Omaga El peñol- Guatape,"Puntuación: 10
10
Excepcional
2 comentarios","EL PEÑOL, GUATAPÉ",2024-12-01,2024-12-02
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,3
7,3
Bien
12 comentarios",GUATAPÉ,2024-12-01,2024-12-02
COP 728.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
62 comentarios","EL PEÑOL, GUATAPÉ",2024-12-01,2024-12-02
COP 378.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,1
9,1
Fantástico
37 comentarios","EL PEÑOL, GUATAPÉ",2024-12-01,2024-12-02
COP 840.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
3.215 comentarios","EL PEÑOL, GUATAPÉ",2024-12-01,2024-12-02
COP 420.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
3.215 comentarios","EL PEÑOL, GUATAPÉ",2024-12-01,2024-12-02
COP 312.000,Finca La Marina El peñol Guatape,"Puntuación: 7,9
7,9
Bien
3.215 comentarios","EL PEÑOL, GUATAPÉ",2024-12-01,2024-12-02
COP 1.173.420,Lago Hotel,"Puntuación: 7,9
7,9
Bien
69 comentarios","EL PEÑOL, GUATAPÉ",2024-12-01,2024-12-02
