precio,nombre,calificacion,ciudad,check_in,check_out
COP 693.520,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,5
9,5
Excepcional
100 comentarios",Mariquita,2025-01-26,2025-01-27
COP 784.720,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
87 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 322.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,1
9,1
Fantástico
169 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 176.400,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
19 comentarios",GUATAPÉ,2025-01-26,2025-01-27
COP 132.640,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,4
8,4
Muy bien
20 comentarios","MARINILLA, ANTIOQUIA",2025-01-26,2025-01-27
COP 322.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
5 comentarios",GUATAPÉ,2025-01-26,2025-01-27
COP 319.000,"Marina Navegar- El peñol, Guatape","Puntuación: 7,7
7,7
Bien
22 comentarios","El peñol, Guatapé",2025-01-26,2025-01-27
COP 302.400,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 168.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,8
7,8
Bien
21 comentarios",GUATAPÉ,2025-01-26,2025-01-27
COP 286.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 7,9
7,9
Bien
786 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 1.400.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 7,9
7,9
Bien
786 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 600.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
786 comentarios","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 441.000,Finca La Marina El peñol Guatape,"Puntuación: 10
10
Excepcional
1 comentario","EL PEÑOL, GUATAPÉ",2025-01-26,2025-01-27
COP 1.323.300,Mirador del Lago Hotel,"Puntuación: 8,9
8,9
Fabuloso
952 comentarios",EL PEÑOL,2025-01-26,2025-01-27
COP 350.000,Villas Guatapé,"Puntuación: 10
10
Excepcional
1 comentario",El peñol ,2025-01-26,2025-01-27
COP 190.680,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
447 comentarios",Pereira,2025-01-26,2025-01-27
