precio,nombre,calificacion,ciudad,check_in,check_out
COP 385.300,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,5
9,5
Excepcional
100 comentarios",Mariquita,2025-01-24,2025-01-25
COP 1.015.000,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
87 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 616.000,1714 Hotel Boutique Guatapé,"Puntuación: 9,1
9,1
Fantástico
169 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 232.400,Hotel Spa Bliss Guatape,"Puntuación: 8,6
8,6
Fabuloso
19 comentarios",GUATAPÉ,2025-01-24,2025-01-25
COP 224.920,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,4
8,4
Muy bien
20 comentarios","MARINILLA, ANTIOQUIA",2025-01-24,2025-01-25
COP 392.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
5 comentarios",GUATAPÉ,2025-01-24,2025-01-25
COP 841.000,"Marina Navegar- El peñol, Guatape","Puntuación: 7,7
7,7
Bien
22 comentarios","El peñol, Guatapé",2025-01-24,2025-01-25
COP 352.800,Hotel Omaga El peñol- Guatape,"Puntuación: 9,0
9,0
Fantástico
4 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 189.000,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,8
7,8
Bien
21 comentarios",GUATAPÉ,2025-01-24,2025-01-25
COP 728.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
77 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 650.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,5
9,5
Excepcional
31 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 224.920,Finca con jacuzzi a 15min de Guatape,"Puntuación: 9,5
9,5
Excepcional
31 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 750.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 9,5
9,5
Excepcional
31 comentarios","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 495.000,Finca La Marina El peñol Guatape,"Puntuación: 10
10
Excepcional
1 comentario","EL PEÑOL, GUATAPÉ",2025-01-24,2025-01-25
COP 1.051.420,Mirador del Lago Hotel,"Puntuación: 8,9
8,9
Fabuloso
951 comentarios",EL PEÑOL,2025-01-24,2025-01-25
COP 350.000,Villas Guatapé,"Puntuación: 10
10
Excepcional
1 comentario",El peñol ,2025-01-24,2025-01-25
COP 218.120,Hotel Z3,"Puntuación: 8,0
8,0
Muy bien
444 comentarios",Pereira,2025-01-24,2025-01-25
