precio,nombre,calificacion,ciudad,check_in,check_out
COP 262.080,Hotel Brisas La Gaviota Mariquit-Tolima,"Puntuación: 9,1
9,1
Fantástico
98 comentarios",Mariquita,2024-12-18,2024-12-19
COP 896.000,Domus Glamping Guatapé,"Puntuación: 9,4
9,4
Fantástico
88 comentarios","EL PEÑOL, GUATAPÉ",2024-12-18,2024-12-19
COP 283.360,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
164 comentarios","EL PEÑOL, GUATAPÉ",2024-12-18,2024-12-19
COP 143.360,Hotel Spa Bliss Guatape,"Puntuación: 9,1
9,1
Fantástico
10 comentarios",GUATAPÉ,2024-12-18,2024-12-19
COP 499.200,Aeropuerto Rionegro- Medellin Hotel Mansión Sant Serrant,"Puntuación: 8,6
8,6
Fabuloso
20 comentarios","MARINILLA, ANTIOQUIA",2024-12-18,2024-12-19
COP 272.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
3 comentarios",GUATAPÉ,2024-12-18,2024-12-19
COP 243.600,"Marina Navegar- El peñol, Guatape","Puntuación: 8,5
8,5
Muy bien
16 comentarios","El peñol, Guatapé",2024-12-18,2024-12-19
COP 302.400,Hotel Omaga El peñol- Guatape,"Puntuación: 10
10
Excepcional
2 comentarios","EL PEÑOL, GUATAPÉ",2024-12-18,2024-12-19
COP 145.600,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,5
7,5
Bien
13 comentarios",GUATAPÉ,2024-12-18,2024-12-19
COP 228.800,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios","EL PEÑOL, GUATAPÉ",2024-12-18,2024-12-19
COP 480.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-18,2024-12-19
COP 1.440.000,Finca con jacuzzi a 15min de Guatape,"Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-18,2024-12-19
COP 600.000,"Finca Parcelación Alemania 1 El peñol, Guatapé","Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-18,2024-12-19
COP 352.800,Finca La Marina El peñol Guatape,"Puntuación: 9,5
9,5
Excepcional
26 comentarios","EL PEÑOL, GUATAPÉ",2024-12-18,2024-12-19
COP 734.820,Hotel Del Lago,"Puntuación: 7,8
7,8
Bien
484 comentarios","EL PEÑOL, GUATAPÉ",2024-12-18,2024-12-19
