precio,nombre,calificacion,competidor,ciudad,check_in,check_out
COP 702.000,La Pausa Hotelbistro,"Puntuación: 9,6
9,6
Excepcional
334 comentarios",La Pausa Hotelbistro,"EL PEÑOL, GUATAPÉ",2025-01-07,2025-01-08
COP 651.000,Levit Glamping - Hotel Guatapé Peñol,"Puntuación: 9,2
9,2
Fantástico
76 comentarios",Levit Glamping - Hotel Guatapé Peñol,"EL PEÑOL, GUATAPÉ",2025-01-07,2025-01-08
COP 887.000,Luxé Cabañas,"Puntuación: 8,5
8,5
Muy bien
1.101 comentarios",Luxé Cabañas,"EL PEÑOL, GUATAPÉ",2025-01-07,2025-01-08
COP 825.560,Tau House,"Puntuación: 9,3
9,3
Fantástico
343 comentarios",Tau House,"EL PEÑOL, GUATAPÉ",2025-01-07,2025-01-08
COP 999.400,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.092 comentarios",The Boato Hotel,"EL PEÑOL, GUATAPÉ",2025-01-07,2025-01-08
COP 304.000,El Trebol,"Puntuación: 9,5
9,5
Excepcional
255 comentarios",El Trebol,GUATAPÉ,2025-01-07,2025-01-08
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios",Glamping la Cepa GUATAPÉ,El peñol,2025-01-07,2025-01-08
COP 658.400,Hotel Pietrasanta,"Puntuación: 8,9
8,9
Fabuloso
17 comentarios",Hotel Pietrasanta,GUATAPÉ,2025-01-07,2025-01-08
COP 475.200,Jordan Hotel Boutique,"Puntuación: 9,5
9,5
Excepcional
390 comentarios",Jordan Hotel Boutique,GUATAPÉ,2025-01-07,2025-01-08
COP 651.000,Levit Glamping - Hotel Guatapé Peñol,"Puntuación: 9,2
9,2
Fantástico
76 comentarios",Levit Glamping - Hotel Guatapé Peñol,GUATAPÉ,2025-01-07,2025-01-08
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 9,5
9,5
Excepcional
26 comentarios","Magic View El peñol, Guatapé",El peñol,2025-01-07,2025-01-08
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios","San simon glamping, El peñol, Guatape",GUATAPÉ,2025-01-07,2025-01-08
COP 999.400,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.092 comentarios",The Boato Hotel,GUATAPÉ,2025-01-07,2025-01-08
COP 581.400,Casa De Amigos Hotel Boutique,"Puntuación: 9,5
9,5
Excepcional
153 comentarios",Casa De Amigos Hotel Boutique,Mariquita,2025-01-07,2025-01-08
COP 846.300,Apartamento Cerro Dorado Sur,"Puntuación: 8,9
8,9
Fabuloso
27 comentarios",Cerro Dorado,Mariquita,2025-01-07,2025-01-08
COP 560.000,Eco-Glamping Shalom,"Puntuación: 9,4
9,4
Fantástico
44 comentarios",Eco-Glamping Shalom,Mariquita,2025-01-07,2025-01-08
COP 120.000,Finca Hotel el Rancho de Monchito,"Puntuación: 8,2
8,2
Muy bien
5 comentarios",Finca Rancho de Luigi,Mariquita,2025-01-07,2025-01-08
COP 54.000,ApartaHotel El Balcón del Tolima,"Puntuación: 9,4
9,4
Fantástico
18 comentarios",Glamping Ciudad Perdida Falan,Mariquita,2025-01-07,2025-01-08
COP 596.640,Hotel Boutique Posada Las Trampas,"Puntuación: 9,3
9,3
Fantástico
402 comentarios",Hotel Boutique Posada Las Trampas,Mariquita,2025-01-07,2025-01-08
COP 233.700,Hotel Boutique San Rafael,"Puntuación: 9,0
9,0
Fantástico
33 comentarios",Hotel Boutique San Rafael,Mariquita,2025-01-07,2025-01-08
COP 70.000,Hotel OASIS,"Puntuación: 8,2
8,2
Muy bien
850 comentarios",Hotel Marqueta,Mariquita,2025-01-07,2025-01-08
COP 220.000,Hotel Refugio Bike,"Puntuación: 9,0
9,0
Fantástico
58 comentarios",Hotel Refugio Bike,Mariquita,2025-01-07,2025-01-08
COP 450.000,La Casona de Sara,"Puntuación: 9,5
9,5
Excepcional
112 comentarios",La Casona de Sara,Mariquita,2025-01-07,2025-01-08
COP 318.680,Cró Hotel Rural,"Puntuación: 8,5
8,5
Muy bien
1.746 comentarios",Waka Hotel Rural,Mariquita,2025-01-07,2025-01-08
COP 239.200,Ayenda Hotel Bambu Guatape,"Puntuación: 8,8
8,8
Fabuloso
199 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2025-01-07,2025-01-08
COP 240.980,La Madriguera,"Puntuación: 8,8
8,8
Fabuloso
562 comentarios",La Madriguera,GUATAPÉ,2025-01-07,2025-01-08
COP 96.700,Punta Mar,"Puntuación: 7,2
7,2
Bien
87 comentarios",Brisas de Guatapé,GUATAPÉ,2025-01-07,2025-01-08
COP 460.460,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,5
9,5
Excepcional
26 comentarios",Glamping con jacuzzi ,GUATAPÉ,2025-01-07,2025-01-08
COP 175.340,Hotel Casa Linda Guatape,"Puntuación: 8,8
8,8
Fabuloso
329 comentarios",Hotel Casa Linda Guatape,GUATAPÉ,2025-01-07,2025-01-08
COP 165.760,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,5
7,5
Bien
13 comentarios",Hotel Stay Guatape a dos cuadras del parque.,GUATAPÉ,2025-01-07,2025-01-08
COP 416.420,Hotel Real,"Puntuación: 8,7
8,7
Fabuloso
581 comentarios",Hotel Real Guatapé.,GUATAPÉ,2025-01-07,2025-01-08
COP 477.900,MG Hotels & Suites,"Puntuación: 8,1
8,1
Muy bien
311 comentarios",MG Hotels & Suites,"MARINILLA, ANTIOQUIA",2025-01-07,2025-01-08
COP 335.880,Cabañas tipo glamping cerca al Peñol LUUM,"Puntuación: 9,3
9,3
Fantástico
6 comentarios",Cabañas tipo glamping cerca al peñol LUUM,"MARINILLA, ANTIOQUIA",2025-01-07,2025-01-08
COP 576.000,Movich Hotel Las Lomas,"Puntuación: 8,6
8,6
Fabuloso
2.327 comentarios",Movich Hotel Las Lomas,"MARINILLA, ANTIOQUIA",2025-01-07,2025-01-08
COP 835.960,Cannua Lodge,"Puntuación: 9,3
9,3
Fantástico
83 comentarios",Cannua Lodge,"MARINILLA, ANTIOQUIA",2025-01-07,2025-01-08
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 7,9
7,9
Bien
756 comentarios","Magic View El peñol, Guatapé",El peñol,2025-01-07,2025-01-08
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios","San simon glamping, El peñol, Guatape",GUATAPÉ,2025-01-07,2025-01-08
COP 522.000,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
163 comentarios",Glamping The Mountain,"El peñol, Guatapé",2025-01-07,2025-01-08
COP 460.460,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,5
9,5
Excepcional
26 comentarios",Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,EL PEÑOL,2025-01-07,2025-01-08
COP 408.000,Cabañas Refugio Himalaya,"Puntuación: 9,5
9,5
Excepcional
103 comentarios",Cabañas Refugio Himalaya,Guatapé,2025-01-07,2025-01-08
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios",BubbleSky Glamping Guatapé,"El peñol, Guatapé",2025-01-07,2025-01-08
COP 165.760,Hotel Stay Guatape a dos cuadras del parque,"Puntuación: 7,5
7,5
Bien
13 comentarios",Hotel Stay Guatape a dos cuadras del parque,Guatapé,2025-01-07,2025-01-08
COP 300.000,Bramasole Hotel Boutique - El Peñol,"Puntuación: 9,0
9,0
Fantástico
12 comentarios",Bramasole Hotel Boutique - El Peñol,El peñol ,2025-01-07,2025-01-08
COP 129.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.098 comentarios",Hotel Las Vegas,Guatapé,2025-01-07,2025-01-08
COP 114.940,NOMADA HOTEL GUATAPE,"Puntuación: 9,2
9,2
Fantástico
91 comentarios",NOMADA HOTEL GUATAPE,Guatapé,2025-01-07,2025-01-08
COP 863.560,Porto Marina Hotel,"Puntuación: 8,9
8,9
Fabuloso
576 comentarios",Hotel porto guatapé,Guatapé,2025-01-07,2025-01-08
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 9,5
9,5
Excepcional
26 comentarios","Magic View El peñol, Guatapé",El peñol,2025-01-07,2025-01-08
COP 375.840,"Marina Navegar- El peñol, Guatape","Puntuación: 8,5
8,5
Muy bien
16 comentarios","Cabañas Navegar- El peñol, guatape",Guatapé,2025-01-07,2025-01-08
COP 522.000,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
163 comentarios",Glamping The Mountain,"EL PEÑOL, GUATAPÉ",2025-01-07,2025-01-08
COP 460.460,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,5
9,5
Excepcional
26 comentarios",Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,Guatapé,2025-01-07,2025-01-08
COP 408.000,Cabañas Refugio Himalaya,"Puntuación: 9,5
9,5
Excepcional
103 comentarios",Cabañas Refugio Himalaya,Guatapé,2025-01-07,2025-01-08
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios",BubbleSky Glamping Guatapé,"EL PEÑOL, GUATAPÉ",2025-01-07,2025-01-08
COP 239.200,Ayenda Hotel Bambu Guatape,"Puntuación: 8,8
8,8
Fabuloso
199 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2025-01-07,2025-01-08
COP 129.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.098 comentarios",Hotel Las Guacamayas Guatapé,GUATAPÉ,2025-01-07,2025-01-08
COP 145.600,Hotel Spa Bliss Guatape,"Puntuación: 9,1
9,1
Fantástico
10 comentarios",Hotel spa bliss guatapé,GUATAPÉ,2025-01-07,2025-01-08
COP 190.000,Hotel brisas de Salazar,"Puntuación: 6,0
6,0
Puntuación
1 comentario",Hotel Brisas De Guatape,GUATAPÉ,2025-01-07,2025-01-08
COP 200.000,Hotel Portobelo Guatape,"Puntuación: 8,9
8,9
Fabuloso
82 comentarios",Hotel Portobelo Guatape,GUATAPÉ,2025-01-07,2025-01-08
COP 129.000,Hotel Las Vegas,"Puntuación: 7,9
7,9
Bien
1.098 comentarios",Hotel Las Vegas,GUATAPÉ,2025-01-07,2025-01-08
COP 149.040,Hotel Guatatur,"Puntuación: 7,9
7,9
Bien
756 comentarios",Hotel Guatatur,GUATAPÉ,2025-01-07,2025-01-08
COP 416.420,Hotel Real,"Puntuación: 8,7
8,7
Fabuloso
581 comentarios",Hotel Real Guatapé.,GUATAPÉ,2025-01-07,2025-01-08
COP 312.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,8
8,8
Fabuloso
65 comentarios","San Simon Glamping,El peñol,Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-07,2025-01-08
0,No se encontró,0,"Cabañas Navegar- El peñol, Guatape, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-07,2025-01-08
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 9,5
9,5
Excepcional
26 comentarios","Magic View - El peñol, Guatape, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2025-01-07,2025-01-08
COP 1.150.000,Finca Conejo,"Puntuación: 9,2
9,2
Fantástico
179 comentarios","Refugio del Lago, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-07,2025-01-08
COP 420.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2025-01-07,2025-01-08
0,No se encontró,0,"Suite Gold Rocks Glamping, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2025-01-07,2025-01-08
0,No se encontró,0,"Eco Lodge Glamping, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-07,2025-01-08
COP 780.000,Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé,"Puntuación: 9,1
9,1
Fantástico
14 comentarios","Glamping Montecarlo Domo Geodesico y Sauna Finlandés Guatapé, Guatapé (precios actualizados 2024) (booking.com)",Guatapé,2025-01-07,2025-01-08
0,No se encontró,0,"Finca 3 - Dakeva, El Peñol (precios actualizados 2024) (booking.com)",El peñol,2025-01-07,2025-01-08
COP 356.980,Casa El Encuentro,"Puntuación: 9,0
9,0
Fantástico
2 comentarios",Casa Encuentro by Haus,El peñol,2025-01-07,2025-01-08
COP 646.100,El Espume de San Juan by JR,"Puntuación: 9,1
9,1
Fantástico
60 comentarios",El espume de San Juan By JR,"EL PEÑOL, GUATAPÉ",2025-01-07,2025-01-08
COP 315.000,Finca 3 - Dakeva,"Puntuación: 7,3
7,3
Bien
4 comentarios",Finca las 3 marias,El peñol ,2025-01-07,2025-01-08
COP 680.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
15 comentarios",Finca Alejandria,El peñol,2025-01-07,2025-01-08
COP 600.000,Villa Aldebarán,"Puntuación: 9,5
9,5
Excepcional
26 comentarios",Villa Aldebaran,El peñol,2025-01-07,2025-01-08
COP 1.051.880,Finca Villa Maru,"Puntuación: 9,3
9,3
Fantástico
3 comentarios",Finca villa maru,El peñol,2025-01-07,2025-01-08
COP 1.400.000,"Hermosa casa de campo el Peñol,Guatapé","Puntuación: 9,5
9,5
Excepcional
26 comentarios",Hermosa Casa de campo el peñol Gutape,Guatapé,2025-01-07,2025-01-08
COP 2.400.000,Finca-Hotel Montecarlo Guatape by Hope,"Puntuación: 10
10
Excepcional
5 comentarios","Finca-Hotel Montecarlo
Guatape by Hope",Guatapé,2025-01-07,2025-01-08
COP 1.051.880,Finca Villa Maru,"Puntuación: 9,3
9,3
Fantástico
3 comentarios",Finca villa sofia,El peñol,2025-01-07,2025-01-08
COP 2.790.000,Finca Marbella Guatape,"Puntuación: 7,9
7,9
Bien
756 comentarios",Finca Maica,Guatapé,2025-01-07,2025-01-08
COP 255.000,Cabaña el mirador azul,"Puntuación: 8,3
8,3
Muy bien
32 comentarios",Cabaña el mirador azul,Guatapé,2025-01-07,2025-01-08
COP 600.000,Villa Aldebarán,"Puntuación: 8,8
8,8
Fabuloso
329 comentarios",Villa Aldebaran,El peñol,2025-01-07,2025-01-08
COP 420.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña",Guatapé,2025-01-07,2025-01-08
COP 504.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2025-01-07,2025-01-08
COP 680.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
15 comentarios",Finca Carmela,El peñol,2025-01-07,2025-01-08
COP 2.254.000,Las Palmas Luxury Villa El Peñol - Guatapé,"Puntuación: 9,5
9,5
Excepcional
26 comentarios",Villa Lisboa,El peñol,2025-01-07,2025-01-08
COP 270.000,Cabaña La Capilla El Peñol,"Puntuación: 10
10
Excepcional
2 comentarios","Cabaña 
La Heliconia",El peñol,2025-01-07,2025-01-08
COP 220.500,Espectacular Cabaña Loft en Guatape - Jacuzzi,"Puntuación: 9,6
9,6
Excepcional
8 comentarios",Espectacular Cabaña Loft en Guatape - Jacuzzi,El peñol,2025-01-07,2025-01-08
COP 600.000,Villa Aldebarán,"Puntuación: 9,5
9,5
Excepcional
26 comentarios",Villa Aldebaran,El peñol,2025-01-07,2025-01-08
COP 504.000,Finca 1 - Dakeva,"Puntuación: 8,2
8,2
Muy bien
25 comentarios",Finca 1- Dakeva,Guatapé,2025-01-07,2025-01-08
COP 420.000,EDYMA Cabaña con JACUZZI,"Puntuación: 10
10
Excepcional
2 comentarios","EDYMA 
Cabaña con jacuzzi",Guatapé,2025-01-07,2025-01-08
COP 680.000,Finca El Peñol,"Puntuación: 8,1
8,1
Muy bien
15 comentarios",Finca Carmela,El peñol,2025-01-07,2025-01-08
COP 175.340,Loge Cabaña peñol-Guatape,"Puntuación: 9,1
9,1
Fantástico
48 comentarios",Loge Cabaña peñol-Guatape,El peñol,2025-01-07,2025-01-08
COP 1.172.400,Vivanti Resort,"Puntuación: 9,0
9,0
Fantástico
98 comentarios",Vivanti Resort,GUATAPÉ,2025-01-07,2025-01-08
COP 334.880,1714 Hotel Boutique Guatapé,"Puntuación: 9,2
9,2
Fantástico
164 comentarios",1714 Hotel Boutique Guatapé,Guatapé,2025-01-07,2025-01-08
COP 680.000,Hotel La Magdalena Adult Only,"Puntuación: 9,1
9,1
Fantástico
228 comentarios",Hotel La Magdalena Adult Only,"EL PEÑOL, GUATAPÉ",2025-01-07,2025-01-08
COP 360.000,Rooca Guatape,"Puntuación: 9,1
9,1
Fantástico
14 comentarios",Rooca Guatape,Guatape,2025-01-07,2025-01-08
COP 420.000,Hotel Santorini,"Puntuación: 8,6
8,6
Fabuloso
802 comentarios",Hotel Santorini,Guatapé,2025-01-07,2025-01-08
COP 290.000,Hotel Mansión Guatapé,"Puntuación: 7,8
7,8
Bien
710 comentarios",Hotel Mansión Guatapé,Guatape,2025-01-07,2025-01-08
