precio,nombre,calificacion,competidor,ciudad,check_in,check_out
COP 527.400,Apartamento Cerro Dorado Sur,"Puntuación: 8,9
8,9
Fabuloso
27 comentarios",Cerro Dorado,Mariquita,2024-12-16,2024-12-17
COP 306.000,Hotel Boutique San Rafael,"Puntuación: 9,0
9,0
Fantástico
33 comentarios",Hotel Boutique San Rafael,Mariquita,2024-12-16,2024-12-17
COP 560.000,Eco-Glamping Shalom,"Puntuación: 9,4
9,4
Fantástico
44 comentarios",Eco-Glamping Shalom,Mariquita,2024-12-16,2024-12-17
COP 120.000,Finca Hotel el Rancho de Monchito,"Puntuación: 8,2
8,2
Muy bien
5 comentarios",Finca Rancho de Luigi,Mariquita,2024-12-16,2024-12-17
COP 300.000,Hotel Refugio Bike,"Puntuación: 9,0
9,0
Fantástico
58 comentarios",Hotel Refugio Bike,Mariquita,2024-12-16,2024-12-17
COP 70.000,Hotel OASIS,"Puntuación: 8,2
8,2
Muy bien
849 comentarios",Hotel Marqueta,Mariquita,2024-12-16,2024-12-17
COP 54.000,ApartaHotel El Balcón del Tolima,"Puntuación: 9,4
9,4
Fantástico
18 comentarios",Glamping Ciudad Perdida Falan,Mariquita,2024-12-16,2024-12-17
COP 388.240,Hotel Boutique Posada Las Trampas,"Puntuación: 9,3
9,3
Fantástico
400 comentarios",Hotel Boutique Posada Las Trampas,Mariquita,2024-12-16,2024-12-17
COP 591.600,Casa De Amigos Hotel Boutique,"Puntuación: 9,5
9,5
Excepcional
153 comentarios",Casa De Amigos Hotel Boutique,Mariquita,2024-12-16,2024-12-17
COP 350.580,Cró Hotel Rural,"Puntuación: 8,5
8,5
Muy bien
1.745 comentarios",Waka Hotel Rural,Mariquita,2024-12-16,2024-12-17
COP 250.000,La Casona de Sara,"Puntuación: 9,5
9,5
Excepcional
110 comentarios",La Casona de Sara,Mariquita,2024-12-16,2024-12-17
COP 794.900,Cannua Lodge,"Puntuación: 9,3
9,3
Fantástico
83 comentarios",Cannua Lodge,GUATAPÉ,2024-12-16,2024-12-17
COP 600.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 9,5
9,5
Excepcional
170 comentarios",Glamping con jacuzzi ,GUATAPÉ,2024-12-16,2024-12-17
COP 531.000,MG Hotels & Suites,"Puntuación: 8,1
8,1
Muy bien
311 comentarios",MG Hotels & Suites,GUATAPÉ,2024-12-16,2024-12-17
COP 720.000,Movich Hotel Las Lomas,"Puntuación: 8,6
8,6
Fabuloso
2.329 comentarios",Movich Hotel Las Lomas,GUATAPÉ,2024-12-16,2024-12-17
COP 631.480,Lagoon Beach Hotel & Spa,"Puntuación: 7,5
7,5
Bien
5.375 comentarios",Hotel Lagoon,GUATAPÉ,2024-12-16,2024-12-17
COP 241.320,Hotel Casa Linda Guatape,"Puntuación: 8,8
8,8
Fabuloso
327 comentarios",Hotel Casa Linda Guatape,GUATAPÉ,2024-12-16,2024-12-17
COP 116.100,NOMADA HOTEL GUATAPE,"Puntuación: 9,2
9,2
Fantástico
91 comentarios",NOMADA HOTEL GUATAPE,GUATAPÉ,2024-12-16,2024-12-17
COP 161.460,Ayenda Hotel Bambu Guatape,"Puntuación: 8,7
8,7
Fabuloso
198 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2024-12-16,2024-12-17
COP 173.740,Hotel Casa Linda Guatape,"Puntuación: 8,8
8,8
Fabuloso
327 comentarios",Brisas Guatape ,GUATAPÉ,2024-12-16,2024-12-17
COP 251.180,Hotel Real,"Puntuación: 8,7
8,7
Fabuloso
578 comentarios",Hotel Real Guatape ,GUATAPÉ,2024-12-16,2024-12-17
COP 340.000,Hobbit Hotel El peñol Guatapé,"Puntuación: 10
10
Excepcional
3 comentarios",Hotel Mansión Guatapé,"EL PEÑOL, GUATAPÉ",2024-12-16,2024-12-17
COP 590.000,Hotel La Magdalena Adult Only,"Puntuación: 9,1
9,1
Fantástico
228 comentarios",Hotel La Magdalena Adult Only,"EL PEÑOL, GUATAPÉ",2024-12-16,2024-12-17
COP 1.102.500,Tau House,"Puntuación: 9,3
9,3
Fantástico
343 comentarios",Tau House,"EL PEÑOL, GUATAPÉ",2024-12-16,2024-12-17
COP 490.400,Vivanti Resort,"Puntuación: 9,0
9,0
Fantástico
96 comentarios",Vivanti Resort,"EL PEÑOL, GUATAPÉ",2024-12-16,2024-12-17
COP 546.360,Finca Santa Maria de las Cañadas,"Puntuación: 9,2
9,2
Fantástico
13 comentarios",Santa Maria de las Aguas ,"EL PEÑOL, GUATAPÉ",2024-12-16,2024-12-17
