precio,nombre,calificacion,competidor,ciudad,check_in,check_out
COP 928.960,Lagoon Beach Hotel & Spa,"Puntuación: 7,5
7,5
Bien
5.379 comentarios",Hotel Lagoon,GUATAPÉ,2024-11-13,2024-11-14
COP 159.140,Hotel Casa Linda Guatape,"Puntuación: 8,8
8,8
Fabuloso
294 comentarios",Hotel Casa Linda Guatape,GUATAPÉ,2024-11-13,2024-11-14
COP 116.100,NOMADA HOTEL GUATAPE,"Puntuación: 9,3
9,3
Fantástico
83 comentarios",NOMADA HOTEL GUATAPE,GUATAPÉ,2024-11-13,2024-11-14
COP 131.560,Ayenda Hotel Bambu Guatape,"Puntuación: 8,7
8,7
Fabuloso
196 comentarios",Ayenda Hotel Bambu Guatape,GUATAPÉ,2024-11-13,2024-11-14
COP 131.560,Ayenda Hotel Bambu Guatape,"Puntuación: 8,7
8,7
Fabuloso
196 comentarios",Brisas Guatape ,GUATAPÉ,2024-11-13,2024-11-14
COP 268.280,Hotel Real,"Puntuación: 8,7
8,7
Fabuloso
556 comentarios",Hotel Real Guatape ,GUATAPÉ,2024-11-13,2024-11-14
COP 369.600,Hotel Omaga El peñol- Guatape,"Puntuación: 10
10
Excepcional
2 comentarios",Hotel Mansión Guatapé,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 590.000,Hotel La Magdalena Adult Only,"Puntuación: 9,1
9,1
Fantástico
248 comentarios",Hotel La Magdalena Adult Only,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 992.260,Tau House,"Puntuación: 9,3
9,3
Fantástico
340 comentarios",Tau House,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 485.120,Vivanti Resort,"Puntuación: 9,1
9,1
Fantástico
90 comentarios",Vivanti Resort,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 564.080,Finca Santa Maria de las Cañadas,"Puntuación: 9,2
9,2
Fantástico
13 comentarios",Santa Maria de las Aguas ,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 400.000,Finca hotel boutique en el peñol,"Puntuación: 7,9
7,9
Bien
3.235 comentarios",Arvum Hotel Boutique,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 258.720,El Jardín Del Edén,"Puntuación: 8,8
8,8
Fabuloso
330 comentarios",jardin del eden ,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 761.400,Bethel Lozana Guatape,"Puntuación: 9,0
9,0
Fantástico
64 comentarios",Bethel Lozana Guatape,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 228.800,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios",BubbleSky Glamping Guatapé,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 480.000,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
160 comentarios",Glamping The Mountain,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 468.720,Levit Glamping - Hotel Guatapé Peñol,"Puntuación: 9,2
9,2
Fantástico
79 comentarios",Levit Glamping - Hotel Guatapé Peñol,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 671.440,Atma Eco Village,"Puntuación: 8,8
8,8
Fabuloso
111 comentarios",Atma Eco Village,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 720.000,Cabaña El peñol Guatape,"Puntuación: 7,9
7,9
Bien
3.235 comentarios",Bosko,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 507.480,Ibuku Hotel Guatapé - Chalets,"Puntuación: 8,6
8,6
Fabuloso
56 comentarios",Ibuku Hotel Guatapé - Chalets,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 546.980,La Pausa Hotelbistro,"Puntuación: 9,6
9,6
Excepcional
328 comentarios",La Pausa Hotelbistro,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 603.900,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.094 comentarios",The Boato Hotel,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 255.200,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios",Luxé Cabañas,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
COP 992.260,Tau House,"Puntuación: 9,3
9,3
Fantástico
340 comentarios",Tau House,"EL PEÑOL, GUATAPÉ",2024-11-13,2024-11-14
