precio,nombre,calificacion,competidor,ciudad,check_in,check_out
COP 400.000,Finca hotel boutique en el peñol,"Puntuación: 8,4
8,4
Muy bien
2.901 comentarios",Arvum Hotel Boutique,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 400.000,Hotel Hobbit el peñol Guatapé,"Puntuación: 9,3
9,3
Fantástico
90 comentarios",Eden Hotel ,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 590.000,Hotel La Magdalena Adult Only,"Puntuación: 9,1
9,1
Fantástico
244 comentarios",Hotel La Magdalena Adult Only,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 400.000,Hotel Hobbit el peñol Guatapé,"Puntuación: 8,4
8,4
Muy bien
2.901 comentarios",Hotel Mansión Guatapé,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 558.300,Finca Santa Maria de las Cañadas,"Puntuación: 9,2
9,2
Fantástico
13 comentarios",Santa Maria de las Aguas ,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 720.000,Cabaña El peñol Guatape,"Puntuación: 8,4
8,4
Muy bien
2.901 comentarios",Tau House,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 515.440,Vivanti Resort,"Puntuación: 9,0
9,0
Fantástico
92 comentarios",Vivanti Resort,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 352.620,BubbleSky Glamping Guatapé,"Puntuación: 9,1
9,1
Fantástico
406 comentarios",BubbleSky Glamping Guatapé,,2024-11-20,2024-11-21
COP 385.000,Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,"Puntuación: 8,4
8,4
Muy bien
2.901 comentarios",Glamping con jacuzzi y cocina- El Peñol a 30 minutos de Guatapé,,2024-11-20,2024-11-21
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 8,4
8,4
Muy bien
2.901 comentarios","Magic View El peñol, Guatapé",,2024-11-20,2024-11-21
COP 208.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios","San simon glamping, El peñol, Guatape",,2024-11-20,2024-11-21
0,No se encontró,0,Se abre en una ventana nueva,,2024-11-20,2024-11-21
COP 334.880,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.090 comentarios",The Boato Hotel,,2024-11-20,2024-11-21
COP 744.800,Atma Eco Village,"Puntuación: 8,8
8,8
Fabuloso
110 comentarios",Atma Eco Village,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 761.400,Bethel Lozana Guatape,"Puntuación: 9,0
9,0
Fantástico
64 comentarios",Bethel Lozana Guatape,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 720.000,Cabaña El peñol Guatape,"Puntuación: 8,4
8,4
Muy bien
2.901 comentarios",Bosko,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 208.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios",BubbleSky Glamping Guatapé,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 468.000,Glamping The Mountain,"Puntuación: 9,2
9,2
Fantástico
160 comentarios",Glamping The Mountain,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 634.380,Ibuku Hotel Guatapé - Chalets,"Puntuación: 8,5
8,5
Muy bien
57 comentarios",Ibuku Hotel Guatapé - Chalets,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 489.060,La Pausa Hotelbistro,"Puntuación: 9,6
9,6
Excepcional
330 comentarios",La Pausa Hotelbistro,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 468.720,Levit Glamping - Hotel Guatapé Peñol,"Puntuación: 9,2
9,2
Fantástico
78 comentarios",Levit Glamping - Hotel Guatapé Peñol,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 255.200,"Cabañas Navegar- El peñol, Guatape","Puntuación: 8,3
8,3
Muy bien
14 comentarios",Luxé Cabañas,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 720.000,Cabaña El peñol Guatape,"Puntuación: 8,4
8,4
Muy bien
2.901 comentarios",Tau House,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 334.880,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.090 comentarios",The Boato Hotel,"EL PEÑOL, GUATAPÉ",2024-11-20,2024-11-21
COP 350.000,El Trebol,"Puntuación: 9,5
9,5
Excepcional
257 comentarios",El Trebol,GUATAPÉ,2024-11-20,2024-11-21
COP 314.920,La Quinta Dimensión Glamping,"Puntuación: 8,7
8,7
Fabuloso
118 comentarios",Glamping la Cepa GUATAPÉ,GUATAPÉ,2024-11-20,2024-11-21
COP 783.000,Hotel Pietrasanta,"Puntuación: 8,9
8,9
Fabuloso
16 comentarios",Hotel Pietrasanta,GUATAPÉ,2024-11-20,2024-11-21
COP 271.320,Jordan Hotel Boutique,"Puntuación: 9,5
9,5
Excepcional
388 comentarios",Jordan Hotel Boutique,GUATAPÉ,2024-11-20,2024-11-21
COP 468.720,Levit Glamping - Hotel Guatapé Peñol,"Puntuación: 9,2
9,2
Fantástico
78 comentarios",Levit Glamping - Hotel Guatapé Peñol,GUATAPÉ,2024-11-20,2024-11-21
COP 450.000,"Magic View El peñol, Guatapé","Puntuación: 8,4
8,4
Muy bien
2.901 comentarios","Magic View El peñol, Guatapé",GUATAPÉ,2024-11-20,2024-11-21
COP 208.000,"San Simon Glamping,El peñol,Guatape","Puntuación: 8,9
8,9
Fabuloso
61 comentarios","San simon glamping, El peñol, Guatape",GUATAPÉ,2024-11-20,2024-11-21
COP 334.880,The Boato Hotel,"Puntuación: 9,0
9,0
Fantástico
1.090 comentarios",The Boato Hotel,GUATAPÉ,2024-11-20,2024-11-21
COP 470.940,Casa De Amigos Hotel Boutique,"Puntuación: 9,5
9,5
Excepcional
144 comentarios",Casa De Amigos Hotel Boutique,Mariquita,2024-11-20,2024-11-21
COP 237.320,Apartamento Cerro Dorado Sur,"Puntuación: 8,8
8,8
Fabuloso
28 comentarios",Cerro Dorado,Mariquita,2024-11-20,2024-11-21
COP 560.000,Eco-Glamping Shalom,"Puntuación: 9,4
9,4
Fantástico
45 comentarios",Eco-Glamping Shalom,Mariquita,2024-11-20,2024-11-21
COP 120.000,Finca Hotel el Rancho de Monchito,"Puntuación: 8,2
8,2
Muy bien
5 comentarios",Finca Rancho de Luigi,Mariquita,2024-11-20,2024-11-21
COP 60.000,ApartaHotel El Balcón del Tolima,"Puntuación: 9,4
9,4
Fantástico
18 comentarios",Glamping Ciudad Perdida Falan,Mariquita,2024-11-20,2024-11-21
COP 388.240,Hotel Boutique Posada Las Trampas,"Puntuación: 9,3
9,3
Fantástico
412 comentarios",Hotel Boutique Posada Las Trampas,Mariquita,2024-11-20,2024-11-21
